left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,altitude,battery_soc,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,cadence,temperature,left_right_balance,year,month,day,hour,wind_speed,wind_direction
18.5,69.0,233,25.0,77.5,2022-04-16 12:22:49,179.20000000000005,,3508.97,179.20000000000005,13.124,3.0,-4.14,52.1583025,-86.2198627,13.124,110.0,6.0,45.0,2022,4,16,12,4.17,134.0
18.5,68.0,242,28.0,81.5,2022-04-16 12:22:50,178.60000000000002,,3521.97,178.60000000000002,13.255,3.0,-3.74,52.1583147,-86.219671,13.255,112.0,6.0,42.0,2022,4,16,12,4.17,134.0
18.5,68.5,240,27.0,80.5,2022-04-16 12:22:51,178.0,,3534.28,178.0,12.973,3.0,-3.85,52.1583303,-86.21949,12.973,112.0,6.0,49.0,2022,4,16,12,4.17,134.0
18.0,70.0,241,23.5,78.0,2022-04-16 12:22:52,177.60000000000002,,3547.18,177.60000000000002,12.828,3.0,-4.0,52.158342,-86.2192998,12.828,113.0,6.0,48.0,2022,4,16,12,4.17,134.0
22.5,78.5,358,22.5,74.5,2022-04-16 12:22:53,177.39999999999998,,3559.72,177.39999999999998,12.528,3.0,-4.07,52.1583506,-86.2191144,12.528,112.0,6.0,51.0,2022,4,16,12,4.17,134.0
30.0,91.0,443,21.5,69.0,2022-04-16 12:22:54,177.20000000000005,,3572.11,177.20000000000005,12.226,3.0,-4.08,52.1583659,-86.2189322,12.226,108.0,6.0,56.0,2022,4,16,12,4.17,134.0
30.0,91.0,434,22.0,70.5,2022-04-16 12:22:55,177.39999999999998,,3584.41,177.39999999999998,11.904,3.0,-3.59,52.1583763,-86.2187507,11.904,107.0,6.0,56.0,2022,4,16,12,4.17,134.0
32.5,95.5,437,35.5,97.5,2022-04-16 12:22:56,177.39999999999998,,3595.88,177.39999999999998,11.503,3.0,-2.4,52.1583894,-86.218582,11.503,105.0,6.0,56.0,2022,4,16,12,4.17,134.0
33.5,99.0,412,34.0,97.0,2022-04-16 12:22:57,177.79999999999995,,3606.87,177.79999999999995,11.181,3.0,-0.97,52.1583944,-86.2184195,11.181,102.0,6.0,56.0,2022,4,16,12,4.17,134.0
33.5,99.5,394,33.5,97.0,2022-04-16 12:22:58,178.20000000000005,,3617.25,178.20000000000005,10.642,3.0,0.42,52.1584099,-86.2182673,10.642,99.0,6.0,52.0,2022,4,16,12,4.17,134.0
33.5,99.5,391,33.5,97.0,2022-04-16 12:22:59,178.79999999999995,,3627.2,178.79999999999995,10.499,3.0,1.7,52.1584221,-86.2181209,10.499,97.0,6.0,50.0,2022,4,16,12,4.17,134.0
33.5,99.5,399,33.5,97.0,2022-04-16 12:23:00,179.0,65.0,3637.9,179.0,10.166,3.0,2.71,52.1584392,-86.2179643,10.166,95.0,6.0,49.0,2022,4,16,12,4.17,134.0
33.5,99.5,400,33.5,97.0,2022-04-16 12:23:01,179.20000000000005,,3647.2,179.20000000000005,10.003,3.0,3.07,52.1584469,-86.2178271,10.003,95.0,6.0,49.0,2022,4,16,12,4.17,134.0
33.5,99.5,409,33.5,97.0,2022-04-16 12:23:02,179.79999999999995,,3657.55,179.79999999999995,9.734,3.0,3.0,52.1584601,-86.2176749,9.734,98.0,6.0,49.0,2022,4,16,12,4.17,134.0
29.5,96.5,412,31.5,97.0,2022-04-16 12:23:03,180.0,,3667.1,180.0,9.58,3.0,3.05,52.1584782,-86.2175358,9.58,97.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.5,93.0,430,29.0,96.5,2022-04-16 12:23:04,180.60000000000002,,3676.37,180.60000000000002,9.389,3.0,3.02,52.1584986,-86.2174015,9.389,98.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,94.0,429,29.5,96.5,2022-04-16 12:23:05,181.0,,3685.99,181.0,9.196,2.0,3.17,52.1585266,-86.2172643,9.196,100.0,6.0,49.0,2022,4,16,12,4.17,134.0
27.5,95.0,427,30.5,96.0,2022-04-16 12:23:06,181.39999999999998,,3694.92,181.39999999999998,8.883,2.0,3.91,52.1585539,-86.2171376,8.883,101.0,6.0,49.0,2022,4,16,12,4.17,134.0
28.5,96.5,426,31.0,96.0,2022-04-16 12:23:07,181.79999999999995,,3703.85,181.79999999999995,8.863,2.0,4.62,52.1585819,-86.2170112,8.863,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
28.5,96.5,430,31.0,96.0,2022-04-16 12:23:08,182.20000000000005,,3712.62,182.20000000000005,8.941,2.0,4.85,52.1586073,-86.2168862,8.941,101.0,6.0,49.0,2022,4,16,12,4.17,134.0
27.0,94.5,404,30.0,96.5,2022-04-16 12:23:09,182.60000000000002,,3721.5,182.60000000000002,8.648,2.0,4.92,52.158629,-86.2167582,8.648,99.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.5,92.0,365,29.0,97.0,2022-04-16 12:23:10,182.79999999999995,,3730.24,182.79999999999995,8.767,2.0,4.65,52.1586509,-86.2166323,8.767,97.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.0,92.5,347,29.0,97.0,2022-04-16 12:23:11,183.20000000000005,,3739.08,183.20000000000005,8.857,2.0,4.22,52.1586726,-86.2165049,8.857,96.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.0,91.5,324,29.0,95.0,2022-04-16 12:23:12,183.39999999999998,,3748.4,183.39999999999998,8.961,2.0,3.99,52.1586973,-86.2163711,8.961,96.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.0,91.0,291,29.0,94.0,2022-04-16 12:23:13,183.60000000000002,,3757.13,183.60000000000002,8.982,2.0,3.43,52.1587208,-86.2162461,8.982,96.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.0,91.0,267,29.0,94.0,2022-04-16 12:23:14,183.60000000000002,,3766.25,183.60000000000002,8.981,2.0,2.75,52.1587448,-86.2161151,8.981,96.0,6.0,49.0,2022,4,16,12,4.17,134.0
24.0,90.0,271,28.0,91.0,2022-04-16 12:23:15,183.79999999999995,,3775.17,183.79999999999995,9.0,2.0,2.33,52.1587669,-86.2159867,9.0,96.0,6.0,49.0,2022,4,16,12,4.17,134.0
22.0,87.0,309,24.5,81.0,2022-04-16 12:23:16,184.0,,3784.45,184.0,9.243,2.0,2.01,52.1587951,-86.2158549,9.243,97.0,6.0,49.0,2022,4,16,12,4.17,134.0
21.5,86.5,336,24.0,79.5,2022-04-16 12:23:17,184.20000000000005,,3793.62,184.20000000000005,9.254,2.0,1.8,52.1588244,-86.2157253,9.254,97.0,6.0,50.0,2022,4,16,12,4.17,134.0
21.5,86.5,360,24.0,79.5,2022-04-16 12:23:18,184.20000000000005,,3802.86,184.20000000000005,9.012,2.0,1.79,52.1588459,-86.2155922,9.012,97.0,6.0,52.0,2022,4,16,12,4.17,134.0
21.5,86.5,291,24.0,79.5,2022-04-16 12:23:19,184.39999999999998,,3811.73,184.39999999999998,9.08,2.0,1.78,52.1588371,-86.2154622,9.08,99.0,6.0,53.0,2022,4,16,12,4.17,134.0
21.5,86.5,473,24.5,80.5,2022-04-16 12:23:20,184.60000000000002,,3820.76,184.60000000000002,9.495,2.0,1.86,52.1587928,-86.2153434,9.495,68.0,6.0,53.0,2022,4,16,12,4.17,134.0
25.5,85.0,518,30.0,94.5,2022-04-16 12:23:21,185.0,,3829.35,185.0,8.908,2.0,2.07,52.1587356,-86.2152438,8.908,95.0,6.0,43.0,2022,4,16,12,4.17,134.0
26.5,95.5,476,28.0,97.5,2022-04-16 12:23:22,185.20000000000005,,3838.65,185.20000000000005,8.706,2.0,2.28,52.1586685,-86.2151417,8.706,99.0,6.0,47.0,2022,4,16,12,4.17,134.0
26.5,98.0,457,28.5,98.5,2022-04-16 12:23:23,185.60000000000002,,3847.33,185.60000000000002,8.614,2.0,2.64,52.1586068,-86.2150454,8.614,99.0,6.0,48.0,2022,4,16,12,4.17,134.0
26.0,98.0,358,29.5,99.5,2022-04-16 12:23:24,185.79999999999995,,3855.85,185.79999999999995,8.746,2.0,2.88,52.1585497,-86.2149468,8.746,99.0,6.0,48.0,2022,4,16,12,4.17,134.0
23.5,92.5,336,29.5,98.5,2022-04-16 12:23:25,186.20000000000005,,3864.15,186.20000000000005,8.348,2.0,2.8,52.1584945,-86.2148504,8.348,100.0,6.0,49.0,2022,4,16,12,4.17,134.0
23.5,92.5,385,29.5,98.5,2022-04-16 12:23:26,186.39999999999998,,3872.35,186.39999999999998,8.22,2.0,2.81,52.1584386,-86.2147566,8.22,103.0,6.0,52.0,2022,4,16,12,4.17,134.0
26.0,96.5,491,30.0,97.5,2022-04-16 12:23:27,186.79999999999995,,3880.25,186.79999999999995,8.041,2.0,2.99,52.1583848,-86.2146663,8.041,107.0,6.0,51.0,2022,4,16,12,4.17,134.0
27.0,97.5,489,30.0,97.0,2022-04-16 12:23:28,187.20000000000005,,3887.98,187.20000000000005,7.093,2.0,3.25,52.1583307,-86.2145796,7.093,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
27.0,96.5,475,30.5,97.5,2022-04-16 12:23:29,187.79999999999995,,3894.75,187.79999999999995,6.267,2.0,3.9,52.1582722,-86.2145213,6.267,99.0,6.0,47.0,2022,4,16,12,4.17,134.0
25.0,90.5,446,29.0,98.0,2022-04-16 12:23:30,188.39999999999998,,3901.16,188.39999999999998,6.846,2.0,5.05,52.158205,-86.2145049,6.846,96.0,6.0,47.0,2022,4,16,12,4.17,134.0
26.5,91.5,477,28.0,99.0,2022-04-16 12:23:31,189.0,,3907.44,189.0,6.768,2.0,6.16,52.1581399,-86.214529,6.768,94.0,6.0,47.0,2022,4,16,12,4.17,134.0
25.0,92.0,494,28.0,99.0,2022-04-16 12:23:32,189.39999999999998,,3915.08,189.39999999999998,7.332,2.0,6.94,52.1580698,-86.2145877,7.332,92.0,6.0,48.0,2022,4,16,12,4.17,134.0
24.5,92.5,433,28.0,99.0,2022-04-16 12:23:33,189.60000000000002,,3922.42,189.60000000000002,7.518,2.0,7.31,52.158006,-86.2146513,7.518,94.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,97.5,404,29.5,98.5,2022-04-16 12:23:34,189.79999999999995,,3930.19,189.79999999999995,7.561,2.0,7.09,52.1579376,-86.2147172,7.561,96.0,6.0,47.0,2022,4,16,12,4.17,134.0
26.5,94.0,336,31.5,98.5,2022-04-16 12:23:35,190.20000000000005,,3938.11,190.20000000000005,7.761,2.0,6.4,52.1578662,-86.214781,7.761,99.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,94.0,355,31.5,98.5,2022-04-16 12:23:36,190.39999999999998,,3945.83,190.39999999999998,7.782,2.0,5.34,52.1577979,-86.2148457,7.782,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,94.0,350,31.5,98.5,2022-04-16 12:23:37,190.60000000000002,,3954.17,190.60000000000002,8.245,2.0,4.01,52.1577257,-86.2149187,8.245,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,94.0,328,31.5,98.5,2022-04-16 12:23:38,190.60000000000002,,3962.42,190.60000000000002,8.4,2.0,2.95,52.1576574,-86.2149966,8.4,104.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,94.0,306,31.5,98.5,2022-04-16 12:23:39,190.60000000000002,,3971.22,190.60000000000002,8.521,2.0,2.19,52.1575847,-86.2150797,8.521,107.0,6.0,49.0,2022,4,16,12,4.17,134.0
26.5,94.0,321,31.5,98.5,2022-04-16 12:23:40,190.79999999999995,,3980.28,190.79999999999995,8.794,2.0,1.53,52.157511,-86.2151672,8.794,108.0,6.0,50.0,2022,4,16,12,4.17,134.0
26.0,94.0,323,27.5,90.0,2022-04-16 12:23:41,191.0,,3988.5,191.0,9.094,2.0,1.25,52.1574434,-86.2152455,9.094,105.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,321,23.5,81.0,2022-04-16 12:23:42,191.0,,3998.93,191.0,9.041,2.0,1.27,52.1573568,-86.2153433,9.041,100.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,326,23.5,81.0,2022-04-16 12:23:43,191.0,,4007.84,191.0,8.612,2.0,1.17,52.157283,-86.2154274,8.612,97.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,329,23.5,81.0,2022-04-16 12:23:44,191.0,,4016.92,191.0,8.959,2.0,1.05,52.157209,-86.2155148,8.959,98.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,328,23.5,81.0,2022-04-16 12:23:45,191.20000000000005,,4026.07,191.20000000000005,8.892,2.0,0.96,52.1571322,-86.2155993,8.892,98.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,340,23.5,81.0,2022-04-16 12:23:46,191.20000000000005,,4035.4,191.20000000000005,9.022,2.0,0.87,52.1570533,-86.2156846,9.022,99.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,313,23.5,81.0,2022-04-16 12:23:47,191.39999999999998,,4044.89,191.39999999999998,9.424,2.0,0.86,52.156975,-86.2157743,9.424,100.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,302,23.5,81.0,2022-04-16 12:23:48,191.39999999999998,,4054.69,191.39999999999998,9.269,2.0,0.82,52.1568912,-86.2158622,9.269,100.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,309,23.5,81.0,2022-04-16 12:23:49,191.60000000000002,,4064.31,191.60000000000002,9.492,2.0,0.82,52.1568096,-86.2159494,9.492,101.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.5,93.5,279,23.5,81.0,2022-04-16 12:23:50,191.60000000000002,,4074.26,191.60000000000002,9.663,2.0,0.94,52.1567237,-86.2160371,9.663,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.5,93.5,287,23.5,81.0,2022-04-16 12:23:51,191.60000000000002,,4084.06,191.60000000000002,9.869,2.0,0.84,52.1566388,-86.2161227,9.869,103.0,6.0,51.0,2022,4,16,12,4.17,134.0
25.5,93.5,292,23.5,81.0,2022-04-16 12:23:52,191.60000000000002,,4094.0,191.60000000000002,9.743,2.0,0.4,52.1565552,-86.2162144,9.743,104.0,6.0,53.0,2022,4,16,12,4.17,134.0
25.5,93.5,234,23.5,81.0,2022-04-16 12:23:53,191.60000000000002,,4103.74,191.60000000000002,9.751,2.0,0.39,52.1564743,-86.2163056,9.751,106.0,6.0,53.0,2022,4,16,12,4.17,134.0
25.5,93.5,231,23.5,81.0,2022-04-16 12:23:54,191.60000000000002,,4113.71,191.60000000000002,9.935,2.0,0.55,52.1563933,-86.2164023,9.935,107.0,6.0,53.0,2022,4,16,12,4.17,134.0
25.5,93.5,231,23.5,81.0,2022-04-16 12:23:55,191.20000000000005,,4124.05,191.20000000000005,9.974,2.0,0.12,52.1563085,-86.216501,9.974,107.0,6.0,53.0,2022,4,16,12,4.17,134.0
25.5,93.5,225,23.5,81.0,2022-04-16 12:23:56,191.20000000000005,,4134.37,191.20000000000005,10.095,2.0,-0.59,52.1562235,-86.216599,10.095,108.0,6.0,47.0,2022,4,16,12,4.17,134.0
25.5,92.5,280,23.5,80.5,2022-04-16 12:23:57,190.79999999999995,,4144.82,190.79999999999995,9.987,3.0,-1.01,52.156142,-86.2167053,9.987,108.0,6.0,42.0,2022,4,16,12,4.17,134.0
24.0,84.5,252,24.5,77.0,2022-04-16 12:23:58,190.79999999999995,,4155.7,190.79999999999995,10.034,3.0,-1.44,52.1560519,-86.2168078,10.034,109.0,6.0,51.0,2022,4,16,12,4.17,134.0
20.5,74.0,260,25.5,81.0,2022-04-16 12:23:59,190.79999999999995,,4166.0,190.79999999999995,10.187,3.0,-1.78,52.1559688,-86.2169086,10.187,110.0,6.0,48.0,2022,4,16,12,4.17,134.0
20.5,75.0,249,25.0,77.5,2022-04-16 12:24:00,190.39999999999998,,4176.58,190.39999999999998,10.265,3.0,-1.8,52.1558823,-86.2170099,10.265,110.0,6.0,50.0,2022,4,16,12,4.17,134.0
22.0,78.0,266,22.0,72.5,2022-04-16 12:24:01,190.0,,4186.95,190.0,10.306,3.0,-1.88,52.1557921,-86.2170999,10.306,109.0,6.0,50.0,2022,4,16,12,4.17,134.0
23.0,83.5,335,24.0,78.5,2022-04-16 12:24:02,190.0,,4198.47,190.0,10.793,3.0,-1.84,52.1556899,-86.217196,10.793,105.0,6.0,50.0,2022,4,16,12,4.17,134.0
22.5,87.0,387,27.5,87.5,2022-04-16 12:24:03,189.79999999999995,,4209.24,189.79999999999995,10.865,3.0,-1.63,52.1555881,-86.2172715,10.865,101.0,6.0,49.0,2022,4,16,12,4.17,134.0
21.5,86.5,362,30.5,89.5,2022-04-16 12:24:04,190.0,,4219.12,190.0,10.838,3.0,-1.58,52.1554915,-86.2173318,10.838,101.0,6.0,45.0,2022,4,16,12,4.17,134.0
25.5,97.0,426,29.5,93.5,2022-04-16 12:24:05,190.0,,4229.77,190.0,10.825,4.0,-1.28,52.1553867,-86.2173949,10.825,103.0,6.0,45.0,2022,4,16,12,4.17,134.0
24.0,90.5,367,32.5,96.5,2022-04-16 12:24:06,190.0,,4241.24,190.0,10.612,4.0,-0.46,52.15527,-86.2174486,10.612,104.0,6.0,46.0,2022,4,16,12,4.17,134.0
22.5,84.0,366,33.0,96.0,2022-04-16 12:24:07,189.79999999999995,,4252.23,189.79999999999995,10.65,4.0,0.0,52.1551548,-86.2174836,10.65,104.0,6.0,47.0,2022,4,16,12,4.17,134.0
24.5,86.0,422,29.5,93.0,2022-04-16 12:24:08,189.79999999999995,,4263.29,189.79999999999995,10.734,3.0,0.0,52.1550412,-86.2175315,10.734,104.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.0,87.0,408,30.0,92.0,2022-04-16 12:24:09,189.79999999999995,,4274.24,189.79999999999995,10.456,3.0,0.0,52.1549281,-86.2175755,10.456,104.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.5,87.5,394,30.5,90.5,2022-04-16 12:24:10,189.79999999999995,,4284.3,189.79999999999995,10.387,4.0,0.0,52.154823,-86.2176102,10.387,104.0,6.0,50.0,2022,4,16,12,4.17,134.0
26.0,88.0,388,30.5,90.0,2022-04-16 12:24:11,190.0,,4294.57,190.0,9.925,4.0,0.08,52.1547163,-86.2176491,9.925,103.0,6.0,50.0,2022,4,16,12,4.17,134.0
26.0,88.0,373,30.5,90.0,2022-04-16 12:24:12,190.39999999999998,,4304.12,190.39999999999998,9.707,3.0,0.38,52.1546176,-86.217687,9.707,100.0,6.0,51.0,2022,4,16,12,4.17,134.0
26.0,88.0,381,30.5,90.0,2022-04-16 12:24:13,190.60000000000002,,4314.2,190.60000000000002,9.555,3.0,0.73,52.1545125,-86.2177232,9.555,100.0,6.0,47.0,2022,4,16,12,4.17,134.0
27.5,92.0,370,31.5,92.0,2022-04-16 12:24:14,191.0,,4323.86,191.0,9.068,3.0,1.19,52.1544129,-86.217763,9.068,99.0,6.0,46.0,2022,4,16,12,4.17,134.0
29.5,97.5,362,33.0,94.5,2022-04-16 12:24:15,191.39999999999998,,4333.14,191.39999999999998,9.307,3.0,2.01,52.1543173,-86.2178013,9.307,98.0,6.0,46.0,2022,4,16,12,4.17,134.0
29.5,97.5,402,33.5,95.5,2022-04-16 12:24:16,191.60000000000002,,4342.42,191.60000000000002,9.388,3.0,2.71,52.1542227,-86.2178443,9.388,96.0,6.0,46.0,2022,4,16,12,4.17,134.0
30.0,97.5,397,35.5,98.5,2022-04-16 12:24:17,191.79999999999995,,4351.91,191.79999999999995,9.18,3.0,2.95,52.1541249,-86.2178842,9.18,95.0,6.0,46.0,2022,4,16,12,4.17,134.0
30.0,97.5,368,35.5,99.0,2022-04-16 12:24:18,192.20000000000005,,4360.03,192.20000000000005,8.731,3.0,3.2,52.1540413,-86.217918,8.731,95.0,6.0,46.0,2022,4,16,12,4.17,134.0
25.0,88.5,354,33.5,98.0,2022-04-16 12:24:19,192.60000000000002,,4368.61,192.60000000000002,8.577,3.0,3.59,52.1539528,-86.2179536,8.577,94.0,6.0,46.0,2022,4,16,12,4.17,134.0
20.5,79.5,348,31.5,97.0,2022-04-16 12:24:20,192.79999999999995,,4377.18,192.79999999999995,8.441,3.0,3.68,52.1538651,-86.2179918,8.441,95.0,6.0,46.0,2022,4,16,12,4.17,134.0
20.5,79.5,372,31.5,97.0,2022-04-16 12:24:21,193.20000000000005,,4384.97,193.20000000000005,8.112,3.0,3.68,52.153786,-86.2180294,8.112,101.0,6.0,46.0,2022,4,16,12,4.17,134.0
20.5,79.5,368,31.5,97.0,2022-04-16 12:24:22,193.39999999999998,,4393.87,193.39999999999998,7.999,3.0,3.8,52.1536951,-86.2180701,7.999,102.0,6.0,48.0,2022,4,16,12,4.17,134.0
22.5,85.0,372,30.5,93.0,2022-04-16 12:24:23,193.60000000000002,,4402.1,193.60000000000002,7.996,3.0,3.78,52.1536124,-86.2181129,7.996,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
24.0,90.0,368,30.0,90.5,2022-04-16 12:24:24,193.79999999999995,,4410.17,193.79999999999995,8.316,3.0,3.52,52.1535297,-86.2181486,8.316,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
23.5,90.0,338,30.5,92.0,2022-04-16 12:24:25,194.20000000000005,,4419.17,194.20000000000005,8.683,3.0,3.32,52.1534362,-86.218182,8.683,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
23.5,90.0,364,30.5,92.0,2022-04-16 12:24:26,194.39999999999998,,4428.28,194.39999999999998,9.109,3.0,2.97,52.1533408,-86.2182123,9.109,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
23.5,90.0,342,30.5,92.0,2022-04-16 12:24:27,194.39999999999998,,4437.6,194.39999999999998,9.236,3.0,2.49,52.153244,-86.218247,9.236,102.0,6.0,49.0,2022,4,16,12,4.17,134.0
23.5,90.0,262,30.5,92.0,2022-04-16 12:24:28,194.39999999999998,,4446.74,194.39999999999998,8.801,3.0,2.19,52.1531475,-86.2182716,8.801,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
24.0,89.5,276,28.5,89.0,2022-04-16 12:24:29,194.39999999999998,,4456.72,194.39999999999998,9.163,3.0,1.65,52.1530451,-86.2183151,9.163,103.0,6.0,49.0,2022,4,16,12,4.17,134.0
25.0,89.0,299,26.0,85.5,2022-04-16 12:24:30,194.60000000000002,,4466.93,194.60000000000002,9.611,3.0,1.06,52.1529412,-86.2183634,9.611,103.0,6.0,48.0,2022,4,16,12,4.17,134.0
25.5,88.5,322,23.5,82.5,2022-04-16 12:24:31,194.60000000000002,,4477.0,194.60000000000002,9.76,3.0,0.86,52.1528395,-86.2184139,9.76,102.0,6.0,48.0,2022,4,16,12,4.17,134.0
25.5,89.0,319,24.5,83.5,2022-04-16 12:24:32,194.60000000000002,,4487.77,194.60000000000002,9.952,3.0,0.68,52.1527286,-86.2184591,9.952,95.0,6.0,48.0,2022,4,16,12,4.17,134.0
26.0,91.5,318,30.0,91.5,2022-04-16 12:24:33,194.79999999999995,,4498.12,194.79999999999995,10.169,3.0,0.34,52.1526204,-86.2184944,10.169,97.0,6.0,50.0,2022,4,16,12,4.17,134.0
26.5,93.0,307,29.5,90.5,2022-04-16 12:24:34,194.79999999999995,,4508.22,194.79999999999995,9.987,3.0,0.47,52.1525151,-86.2185293,9.987,100.0,6.0,48.0,2022,4,16,12,4.17,134.0
27.0,93.5,348,29.5,91.0,2022-04-16 12:24:35,194.79999999999995,,4518.9,194.79999999999995,10.15,3.0,0.59,52.1524062,-86.218579,10.15,101.0,6.0,48.0,2022,4,16,12,4.17,134.0
27.5,93.0,357,30.5,93.0,2022-04-16 12:24:36,194.60000000000002,,4529.55,194.60000000000002,10.165,3.0,0.22,52.1522982,-86.2186312,10.165,103.0,6.0,50.0,2022,4,16,12,4.17,134.0
27.5,93.0,390,30.5,93.0,2022-04-16 12:24:37,194.60000000000002,,4540.21,194.60000000000002,10.175,3.0,0.0,52.1521906,-86.2186848,10.175,103.0,6.0,50.0,2022,4,16,12,4.17,134.0
27.5,93.0,351,30.5,93.0,2022-04-16 12:24:38,194.60000000000002,,4550.75,194.60000000000002,10.186,3.0,0.0,52.1520838,-86.2187365,10.186,105.0,6.0,50.0,2022,4,16,12,4.17,134.0
26.5,90.0,345,29.5,90.0,2022-04-16 12:24:39,194.39999999999998,,4561.27,194.39999999999998,10.022,3.0,-0.07,52.1519778,-86.2187903,10.022,105.0,6.0,50.0,2022,4,16,12,4.17,134.0
25.0,87.5,338,29.0,88.0,2022-04-16 12:24:40,194.39999999999998,,4571.66,194.39999999999998,9.849,3.0,-0.35,52.1518727,-86.2188419,9.849,106.0,6.0,49.0,2022,4,16,12,4.17,134.0
24.0,85.0,326,29.5,88.0,2022-04-16 12:24:41,194.20000000000005,,4581.9,194.20000000000005,10.456,3.0,-0.56,52.1517693,-86.2188935,10.456,107.0,6.0,48.0,2022,4,16,12,4.17,134.0
23.5,82.5,315,31.5,89.5,2022-04-16 12:24:42,194.20000000000005,,4593.13,194.20000000000005,10.464,3.0,-0.59,52.1516548,-86.2189457,10.464,107.0,6.0,49.0,2022,4,16,12,4.17,134.0
27.5,85.0,328,27.0,81.5,2022-04-16 12:24:43,194.20000000000005,,4604.27,194.20000000000005,10.505,3.0,-0.7,52.1515416,-86.2189991,10.505,108.0,6.0,51.0,2022,4,16,12,4.17,134.0
22.5,77.5,264,26.0,81.0,2022-04-16 12:24:44,194.0,,4615.77,194.0,10.734,3.0,-0.81,52.1514244,-86.2190527,10.734,109.0,6.0,47.0,2022,4,16,12,4.17,134.0
19.5,72.5,256,25.0,80.0,2022-04-16 12:24:45,194.0,,4627.07,194.0,10.884,3.0,-0.84,52.151309,-86.2191044,10.884,110.0,6.0,46.0,2022,4,16,12,4.17,134.0
19.0,71.0,324,24.0,78.5,2022-04-16 12:24:46,193.79999999999995,,4638.96,193.79999999999995,10.98,3.0,-0.85,52.1511878,-86.2191596,10.98,110.0,6.0,47.0,2022,4,16,12,4.17,134.0
26.0,89.5,317,25.5,82.0,2022-04-16 12:24:47,193.60000000000002,,4650.78,193.60000000000002,10.995,3.0,-0.98,52.1510688,-86.2192204,10.995,110.0,6.0,48.0,2022,4,16,12,4.17,134.0
26.5,91.0,295,26.0,83.0,2022-04-16 12:24:48,193.39999999999998,,4662.57,193.39999999999998,11.254,3.0,-1.2,52.150951,-86.2192845,11.254,110.0,6.0,48.0,2022,4,16,12,4.17,134.0
23.5,84.5,279,26.0,83.0,2022-04-16 12:24:49,193.20000000000005,,4674.16,193.20000000000005,10.972,3.0,-1.28,52.1508359,-86.2193496,10.972,110.0,6.0,49.0,2022,4,16,12,4.17,134.0
20.0,78.0,263,26.0,83.0,2022-04-16 12:24:50,193.0,,4685.42,193.0,11.0,3.0,-1.23,52.1507229,-86.2194088,11.0,111.0,6.0,50.0,2022,4,16,12,4.17,134.0
20.5,78.5,352,26.0,83.5,2022-04-16 12:24:51,192.79999999999995,,4697.11,192.79999999999995,11.417,3.0,-1.35,52.1506046,-86.2194669,11.417,106.0,6.0,50.0,2022,4,16,12,4.17,134.0
24.0,84.0,360,25.5,86.0,2022-04-16 12:24:52,192.60000000000002,,4709.39,192.60000000000002,11.696,3.0,-1.46,52.1504802,-86.219527,11.696,103.0,6.0,50.0,2022,4,16,12,4.17,134.0
27.5,90.0,368,25.5,89.0,2022-04-16 12:24:53,192.60000000000002,,4721.39,192.60000000000002,11.596,3.0,-1.35,52.1503585,-86.2195854,11.596,100.0,6.0,51.0,2022,4,16,12,4.17,134.0
30.5,94.5,362,25.0,91.0,2022-04-16 12:24:54,192.60000000000002,,4733.35,192.60000000000002,11.533,3.0,-1.25,52.1502389,-86.2196497,11.533,99.0,6.0,51.0,2022,4,16,12,4.17,134.0
