distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
2549.37,0.843,2,50.5101608,-84.8163271,0.843,2023-05-26 22:07:55,,,70.0,,,,,,20.0,,4.0,4.0,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2549.82,0.709,2,50.5101642,-84.8163227,0.709,2023-05-26 22:07:56,,,70.0,,,,,,20.0,,3.3999999999999773,3.3999999999999773,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2559.62,1.05,2,50.5102388,-84.8162257,1.05,2023-05-26 22:07:57,,,70.0,,,,,,20.0,,3.0,3.0,5.0,6.0,0.0,2023,5,26,22,4.83,236.0
2560.84,1.136,2,50.5102479,-84.8162081,1.136,2023-05-26 22:07:58,,,70.0,,,,,,20.0,,2.8000000000000114,2.8000000000000114,5.0,7.0,-10.89,2023,5,26,22,4.83,236.0
2561.87,1.103,2,50.510257,-84.8161991,1.103,2023-05-26 22:07:59,,,70.0,,,,,,20.0,,2.6000000000000227,2.6000000000000227,5.0,8.0,-24.69,2023,5,26,22,4.83,236.0
2563.19,1.146,2,50.5102664,-84.8161906,1.146,2023-05-26 22:08:00,,,70.0,,,,,,20.0,,2.3999999999999773,2.3999999999999773,5.0,8.0,-27.96,2023,5,26,22,4.83,236.0
2564.23,1.444,2,50.5102791,-84.81619,1.444,2023-05-26 22:08:01,,,70.0,,,,,,20.0,,2.3999999999999773,2.3999999999999773,5.0,8.0,-27.74,2023,5,26,22,4.83,236.0
2564.23,0.0,2,50.5102794,-84.8161808,0.0,2023-05-26 22:08:02,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,-24.7,2023,5,26,22,4.83,236.0
2564.23,0.0,2,50.510284,-84.8161724,0.0,2023-05-26 22:08:03,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,-11.22,2023,5,26,22,4.83,236.0
2564.23,0.0,2,50.5102882,-84.8161724,0.0,2023-05-26 22:08:04,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2564.23,0.054,2,50.5102882,-84.8161724,0.054,2023-05-26 22:08:05,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2564.23,0.792,2,50.5102882,-84.8161724,0.792,2023-05-26 22:08:06,,,70.0,,,,,,20.0,,2.0,2.0,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2564.43,1.156,2,50.5102892,-84.8161749,1.156,2023-05-26 22:08:07,,,70.0,,,,,,20.0,,2.0,2.0,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2567.13,1.119,2,50.5103019,-84.81621,1.119,2023-05-26 22:08:08,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2568.64,1.652,2,50.5103016,-84.8162286,1.652,2023-05-26 22:08:09,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2570.31,1.672,2,50.510297,-84.8162555,1.672,2023-05-26 22:08:10,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2571.69,1.441,2,50.5102928,-84.8162738,1.441,2023-05-26 22:08:11,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,1.4,2,50.5102928,-84.8162913,1.4,2023-05-26 22:08:12,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102928,-84.8162998,0.0,2023-05-26 22:08:13,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102924,-84.8163004,0.0,2023-05-26 22:08:14,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:15,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:16,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.053,2,50.5102882,-84.8163089,0.053,2023-05-26 22:08:17,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.7,2,50.5102882,-84.8163089,0.7,2023-05-26 22:08:18,,,70.0,,,,,,20.0,,2.1999999999999886,2.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:19,,,70.0,,,,,,20.0,,2.0,2.0,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:20,,,70.0,,,,,,20.0,,1.8000000000000114,1.8000000000000114,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:21,,,70.0,,,,,,20.0,,1.8000000000000114,1.8000000000000114,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:22,,,70.0,,,,,,20.0,,1.6000000000000227,1.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:23,,,70.0,,,,,,20.0,,1.6000000000000227,1.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:45,,,70.0,,,,,,21.0,,1.6000000000000227,1.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:46,,,70.0,,,,,,21.0,,1.6000000000000227,1.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:47,,,70.0,,,,,,21.0,,1.6000000000000227,1.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:08:48,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:49,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:50,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:51,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:52,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:53,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:54,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:55,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:56,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:57,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:58,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:08:59,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:00,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:01,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:02,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:03,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:04,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:05,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:06,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:07,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:08,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:09,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:10,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:11,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:12,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:13,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:14,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,1,50.5102882,-84.8163089,0.0,2023-05-26 22:09:15,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.071,2,50.5102882,-84.8163089,0.071,2023-05-26 22:09:16,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.994,2,50.5102882,-84.8163089,0.994,2023-05-26 22:09:17,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.658,2,50.5102882,-84.8163089,0.658,2023-05-26 22:09:18,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:09:19,,,70.0,,,,,,21.0,,1.3999999999999773,1.3999999999999773,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:09:20,,,70.0,,,,,,21.0,,1.1999999999999886,1.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:09:21,,,70.0,,,,,,21.0,,1.1999999999999886,1.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.1,0.0,2,50.5102882,-84.8163089,0.0,2023-05-26 22:09:22,,,70.0,,,,,,21.0,,1.1999999999999886,1.1999999999999886,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2573.44,1.524,2,50.5102885,-84.8163041,1.524,2023-05-26 22:09:37,,,70.0,,,,,,21.0,,1.0,1.0,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2578.97,1.997,2,50.5102925,-84.8162255,1.997,2023-05-26 22:09:38,,,70.0,,,,,,21.0,,1.0,1.0,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2580.66,1.464,2,50.5102885,-84.8161985,1.464,2023-05-26 22:09:39,,31.0,70.0,0.0,0.0,0.0,0.0,0.0,21.0,,0.8000000000000114,0.8000000000000114,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2582.33,1.889,2,50.510294,-84.8161783,1.889,2023-05-26 22:09:40,,41.0,70.0,15.0,55.5,61.0,0.0,0.0,21.0,77.0,0.8000000000000114,0.8000000000000114,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2585.4,3.044,2,50.5103113,-84.8161329,3.044,2023-05-26 22:09:41,,52.0,70.0,26.5,97.0,122.0,5.5,19.0,21.0,70.0,0.6000000000000227,0.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2588.99,3.564,2,50.5103155,-84.8160859,3.564,2023-05-26 22:09:42,,58.0,70.0,28.5,97.0,134.0,27.0,94.5,21.0,64.0,0.6000000000000227,0.6000000000000227,5.0,8.0,0.0,2023,5,26,22,4.83,236.0
2593.35,4.634,2,50.5103152,-84.8160226,4.634,2023-05-26 22:09:43,,62.0,71.0,28.0,97.0,244.0,28.0,94.0,21.0,57.0,0.39999999999997726,0.39999999999997726,5.0,9.0,-1.15,2023,5,26,22,4.83,236.0
2597.45,4.444,2,50.5103109,-84.8159615,4.444,2023-05-26 22:09:44,,65.0,71.0,27.5,97.0,251.0,29.0,93.5,21.0,55.0,0.39999999999997726,0.39999999999997726,5.0,10.0,-3.58,2023,5,26,22,4.83,236.0
2602.4,4.606,2,50.5103055,-84.8158942,4.606,2023-05-26 22:09:45,,67.0,71.0,26.0,97.0,250.0,28.0,93.5,21.0,53.0,0.39999999999997726,0.39999999999997726,5.0,10.0,-3.32,2023,5,26,22,4.83,236.0
2607.59,5.121,2,50.5102922,-84.8158217,5.121,2023-05-26 22:09:46,,68.0,71.0,25.0,97.0,245.0,26.5,93.0,21.0,53.0,0.39999999999997726,0.39999999999997726,5.0,10.0,-2.78,2023,5,26,22,4.83,236.0
2612.95,4.909,2,50.5102833,-84.8157394,4.909,2023-05-26 22:09:47,,70.0,72.0,29.5,96.0,240.0,29.5,94.0,21.0,52.0,0.39999999999997726,0.39999999999997726,5.0,10.0,-1.58,2023,5,26,22,4.83,236.0
2618.56,5.63,2,50.5102785,-84.8156647,5.63,2023-05-26 22:09:48,,71.0,72.0,26.5,92.5,236.0,29.5,95.0,21.0,50.0,0.6000000000000227,0.6000000000000227,5.0,10.0,-0.23,2023,5,26,22,4.83,236.0
2625.06,5.996,2,50.5102698,-84.8155665,5.996,2023-05-26 22:09:49,,71.0,72.0,26.0,92.5,223.0,28.5,93.0,21.0,40.0,0.6000000000000227,0.6000000000000227,5.0,10.0,-0.48,2023,5,26,22,4.83,236.0
2631.17,5.346,2,50.5102648,-84.8154755,5.346,2023-05-26 22:09:50,,67.0,72.0,21.5,77.5,201.0,27.5,92.5,21.0,31.0,0.6000000000000227,0.6000000000000227,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2636.86,5.841,2,50.5102552,-84.8154027,5.841,2023-05-26 22:09:51,,54.0,72.0,13.5,55.5,180.0,25.5,89.5,21.0,21.0,0.6000000000000227,0.6000000000000227,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2642.59,5.135,3,50.5102363,-84.8153204,5.135,2023-05-26 22:09:52,,41.0,72.0,8.0,59.0,158.0,21.0,75.0,21.0,12.0,0.6000000000000227,0.6000000000000227,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2648.33,4.964,3,50.5102085,-84.815241,4.964,2023-05-26 22:09:53,,45.0,72.0,2.5,62.5,74.0,16.0,60.5,21.0,2.0,0.6000000000000227,0.6000000000000227,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2652.97,4.917,3,50.5101728,-84.8151959,4.917,2023-05-26 22:09:54,,56.0,72.0,8.0,66.0,62.0,13.5,53.5,21.0,14.0,0.6000000000000227,0.6000000000000227,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2656.63,3.982,3,50.510149,-84.8151602,3.982,2023-05-26 22:09:55,,73.0,73.0,20.5,69.5,76.0,13.5,54.5,21.0,33.0,0.39999999999997726,0.39999999999997726,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2660.77,4.102,3,50.5101073,-84.815133,4.102,2023-05-26 22:09:56,,74.0,73.0,21.5,73.0,149.0,14.5,57.5,21.0,52.0,0.39999999999997726,0.39999999999997726,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2666.2,5.09,3,50.5100518,-84.8151068,5.09,2023-05-26 22:09:57,,75.0,73.0,22.5,85.5,177.0,15.5,60.0,21.0,71.0,0.39999999999997726,0.39999999999997726,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2671.69,5.389,3,50.5099925,-84.8150977,5.389,2023-05-26 22:09:58,,62.0,73.0,26.5,92.5,175.0,6.0,66.0,21.0,95.0,0.19999999999998863,0.19999999999998863,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2678.08,6.145,3,50.5099236,-84.8150905,6.145,2023-05-26 22:09:59,,37.0,73.0,28.5,95.0,154.0,3.5,73.5,21.0,91.0,0.19999999999998863,0.19999999999998863,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2685.17,6.856,3,50.5098507,-84.8151087,6.856,2023-05-26 22:10:00,,64.0,73.0,28.5,94.5,139.0,10.5,80.5,21.0,78.0,0.0,0.0,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2692.05,6.87,3,50.5097786,-84.8151275,6.87,2023-05-26 22:10:01,,83.0,74.0,29.0,94.0,206.0,17.5,88.0,20.0,66.0,0.0,0.0,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2698.24,6.358,3,50.5097153,-84.8151548,6.358,2023-05-26 22:10:02,,91.0,74.0,29.0,93.5,265.0,24.5,95.0,20.0,54.0,-0.19999999999998863,-0.19999999999998863,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2703.93,5.867,3,50.509656,-84.8151809,5.867,2023-05-26 22:10:03,,93.0,74.0,26.5,88.0,288.0,26.0,91.0,20.0,52.0,-0.39999999999997726,-0.39999999999997726,5.0,10.0,0.0,2023,5,26,22,4.83,236.0
2709.47,5.629,3,50.5095963,-84.8151916,5.629,2023-05-26 22:10:04,,93.0,74.0,22.0,78.0,275.0,24.5,86.5,20.0,44.0,-0.6000000000000227,-0.6000000000000227,5.0,11.0,-0.52,2023,5,26,22,4.83,236.0
2716.75,7.126,3,50.5095225,-84.815226,7.126,2023-05-26 22:10:05,,70.0,74.0,17.0,72.0,208.0,22.5,82.5,20.0,36.0,-0.6000000000000227,-0.6000000000000227,5.0,11.0,-1.69,2023,5,26,22,4.83,236.0
2724.3,7.126,3,50.5094453,-84.8152446,7.126,2023-05-26 22:10:06,,41.0,74.0,12.0,80.0,134.0,19.5,72.5,20.0,30.0,-0.39999999999997726,-0.39999999999997726,5.0,11.0,-1.71,2023,5,26,22,4.83,236.0
2731.15,6.994,3,50.5093701,-84.815253,6.994,2023-05-26 22:10:07,,13.0,74.0,7.0,88.0,60.0,16.5,62.0,20.0,23.0,-0.19999999999998863,-0.19999999999998863,5.0,11.0,-1.11,2023,5,26,22,4.83,236.0
2736.34,5.772,3,50.509313,-84.8152533,5.772,2023-05-26 22:10:08,,12.0,74.0,2.5,96.0,6.0,13.5,52.0,20.0,17.0,0.0,0.0,5.0,11.0,-0.17,2023,5,26,22,4.83,236.0
2740.74,4.609,3,50.5092665,-84.8152628,4.609,2023-05-26 22:10:09,,27.0,74.0,2.0,98.5,14.0,11.0,,20.0,10.0,0.19999999999998863,0.19999999999998863,5.0,11.0,-0.28,2023,5,26,22,4.83,236.0
2743.9,3.522,3,50.5092356,-84.8152719,3.522,2023-05-26 22:10:10,,19.0,74.0,6.0,95.0,14.0,9.0,,20.0,17.0,0.39999999999997726,0.39999999999997726,6.0,11.0,0.53,2023,5,26,22,4.83,236.0
2745.84,2.333,3,50.5092177,-84.8152817,2.333,2023-05-26 22:10:11,,11.0,74.0,10.0,92.0,14.0,7.0,,20.0,36.0,0.6000000000000227,0.6000000000000227,6.0,11.0,1.4,2023,5,26,22,4.83,236.0
2747.2,1.58,3,50.5092038,-84.8152986,1.58,2023-05-26 22:10:12,,3.0,74.0,14.0,89.0,0.0,5.0,,20.0,54.0,0.8000000000000114,0.8000000000000114,6.0,11.0,2.26,2023,5,26,22,4.83,236.0
2747.2,0.0,3,50.5091859,-84.8152986,0.0,2023-05-26 22:10:13,,1.0,74.0,18.0,86.0,0.0,3.5,,20.0,73.0,1.0,1.0,6.0,11.0,3.0,2023,5,26,22,4.83,236.0
2747.2,0.0,3,50.5091732,-84.8152986,0.0,2023-05-26 22:10:14,,16.0,74.0,21.5,82.5,0.0,1.5,,20.0,92.0,1.0,1.0,7.0,11.0,2.41,2023,5,26,22,4.83,236.0
2747.2,0.0,3,50.5091732,-84.8152986,0.0,2023-05-26 22:10:15,,11.0,74.0,,,0.0,,,20.0,,1.1999999999999886,1.1999999999999886,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2747.2,0.0,2,50.5091732,-84.8152986,0.0,2023-05-26 22:10:16,,7.0,74.0,,,0.0,,,20.0,,1.1999999999999886,1.1999999999999886,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2747.2,0.0,1,50.5091732,-84.8152986,0.0,2023-05-26 22:10:17,,3.0,74.0,,,0.0,,,20.0,,1.1999999999999886,1.1999999999999886,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2747.39,5.181,1,50.509094,-84.8153071,5.181,2023-05-26 22:10:58,,12.0,75.0,23.5,89.5,27.0,0.0,0.0,19.0,,1.6000000000000227,1.6000000000000227,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2750.59,3.786,2,50.5090634,-84.8152983,3.786,2023-05-26 22:10:59,,40.0,75.0,25.5,93.0,60.0,12.5,42.5,19.0,53.0,1.6000000000000227,1.6000000000000227,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2754.12,3.551,2,50.5090263,-84.8152791,3.551,2023-05-26 22:11:00,,51.0,75.0,27.0,96.5,329.0,24.5,84.5,19.0,53.0,1.6000000000000227,1.6000000000000227,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2758.45,4.055,2,50.5089887,-84.8152409,4.055,2023-05-26 22:11:01,,58.0,75.0,25.5,94.5,394.0,27.0,93.5,19.0,53.0,1.6000000000000227,1.6000000000000227,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2763.39,4.764,2,50.5089524,-84.8151943,4.764,2023-05-26 22:11:02,,63.0,76.0,24.0,91.5,406.0,27.0,93.5,19.0,52.0,1.8000000000000114,1.8000000000000114,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2768.85,5.265,2,50.5089155,-84.8151303,5.265,2023-05-26 22:11:03,,66.0,76.0,22.5,88.5,410.0,25.5,91.5,19.0,52.0,1.8000000000000114,1.8000000000000114,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2774.59,5.625,2,50.5088749,-84.8150661,5.625,2023-05-26 22:11:04,,70.0,77.0,21.5,86.5,413.0,23.0,87.0,19.0,54.0,1.8000000000000114,1.8000000000000114,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2780.58,5.9,2,50.5088385,-84.8149934,5.9,2023-05-26 22:11:05,,74.0,77.0,20.5,84.5,411.0,20.5,82.5,19.0,57.0,2.0,2.0,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2787.02,6.296,2,50.5088017,-84.8149197,6.296,2023-05-26 22:11:06,,76.0,78.0,20.0,83.0,415.0,19.5,83.5,19.0,56.0,2.1999999999999886,2.1999999999999886,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2793.52,6.449,2,50.5087615,-84.814838,6.449,2023-05-26 22:11:07,,78.0,78.0,20.5,83.5,426.0,20.5,85.0,19.0,54.0,2.1999999999999886,2.1999999999999886,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2799.95,6.443,2,50.508729,-84.8147566,6.443,2023-05-26 22:11:08,,81.0,78.0,21.0,84.0,435.0,21.5,86.5,19.0,53.0,2.3999999999999773,2.3999999999999773,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2806.32,6.395,2,50.5086887,-84.8146833,6.395,2023-05-26 22:11:09,,84.0,79.0,19.0,84.0,431.0,21.0,84.5,19.0,46.0,2.6000000000000227,2.6000000000000227,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2812.37,6.131,2,50.5086571,-84.8146026,6.131,2023-05-26 22:11:10,,77.0,79.0,5.0,95.5,322.0,17.5,68.0,19.0,24.0,2.8000000000000114,2.8000000000000114,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2817.65,5.506,2,50.5086303,-84.8145393,5.506,2023-05-26 22:11:11,,65.0,79.0,3.5,85.5,231.0,12.0,58.0,19.0,26.0,3.1999999999999886,3.1999999999999886,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
2822.42,4.951,2,50.5086089,-84.8144771,4.951,2023-05-26 22:11:12,,54.0,79.0,8.5,62.5,198.0,5.5,52.0,19.0,32.0,3.3999999999999773,3.3999999999999773,7.0,11.0,0.0,2023,5,26,22,4.83,236.0
