cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
90,68,2648.12,7.885,3,50.5367258,-84.8183298,161,7.885,2023-04-27 14:38:29,,20.0,73.5,18.0,70.5,15.0,60.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
89,69,2656.36,7.836,3,50.5367952,-84.8184059,153,7.836,2023-04-27 14:38:30,,19.0,70.0,17.0,66.0,15.0,61.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
88,69,2664.6,7.745,3,50.5368654,-84.8184787,145,7.745,2023-04-27 14:38:31,,18.5,69.5,17.0,65.5,15.0,62.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
84,69,2672.69,7.769,3,50.5369382,-84.8185424,137,7.769,2023-04-27 14:38:32,,18.0,68.5,17.0,64.5,15.0,64.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
66,69,2680.46,7.782,3,50.5370076,-84.8186049,128,7.782,2023-04-27 14:38:33,,15.5,62.5,16.0,59.5,15.0,66.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
44,69,2688.28,7.616,3,50.5370768,-84.8186695,118,7.616,2023-04-27 14:38:34,,16.5,63.5,15.0,54.0,15.0,68.0,2.1999999999999886,5.0,7.0,2.1999999999999886,0.0,2023,4,27,14,2.56,149.0
22,69,2696.05,7.413,3,50.5371436,-84.8187339,109,7.413,2023-04-27 14:38:35,,18.5,66.5,13.5,49.0,15.0,68.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,69,2703.47,7.31,3,50.5372045,-84.8188013,0,7.31,2023-04-27 14:38:36,,20.0,69.5,12.0,44.0,15.0,67.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,69,2710.64,7.153,3,50.5372594,-84.8188743,0,7.153,2023-04-27 14:38:37,,22.0,73.0,11.0,39.0,15.0,66.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,69,2717.34,6.407,3,50.5373075,-84.8189475,0,6.407,2023-04-27 14:38:38,,24.0,76.0,9.5,34.0,15.0,65.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,69,2722.88,4.887,3,50.5373488,-84.8190073,0,4.887,2023-04-27 14:38:39,,26.0,79.0,8.0,29.0,15.0,64.0,2.6000000000000227,5.0,7.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
0,69,2727.09,3.46,3,50.5373808,-84.8190485,0,3.46,2023-04-27 14:38:40,,27.5,82.0,6.5,24.0,15.0,63.0,2.6000000000000227,5.0,7.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
0,69,2730.45,2.568,3,50.5374081,-84.8190803,0,2.568,2023-04-27 14:38:41,,29.5,85.5,5.0,19.0,15.0,62.0,2.8000000000000114,5.0,7.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
0,69,2733.22,2.376,3,50.5374309,-84.8191076,0,2.376,2023-04-27 14:38:42,,31.5,88.5,4.0,14.0,15.0,61.0,2.8000000000000114,5.0,7.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
0,69,2736.36,2.988,3,50.5374554,-84.8191389,0,2.988,2023-04-27 14:38:43,,33.5,91.5,2.5,9.0,15.0,60.0,2.8000000000000114,5.0,7.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
18,69,2740.58,3.95,3,50.537485,-84.8191839,36,3.95,2023-04-27 14:38:44,,35.0,94.5,1.0,3.5,15.0,59.0,2.8000000000000114,5.0,7.0,2.8000000000000114,0.59,2023,4,27,14,2.56,149.0
43,69,2745.72,4.798,2,50.5375172,-84.8192438,146,4.798,2023-04-27 14:38:45,,35.0,96.5,2.0,9.5,15.0,58.0,2.8000000000000114,5.0,7.0,2.8000000000000114,1.51,2023,4,27,14,2.56,149.0
55,70,2751.68,5.681,2,50.5375513,-84.8193164,244,5.681,2023-04-27 14:38:46,,30.0,93.5,10.5,45.0,15.0,57.0,2.8000000000000114,5.0,7.0,2.8000000000000114,0.94,2023,4,27,14,2.56,149.0
65,70,2758.12,6.243,2,50.5375854,-84.8193983,379,6.243,2023-04-27 14:38:47,,23.0,88.0,19.5,76.0,15.0,56.0,2.8000000000000114,5.0,7.0,2.8000000000000114,0.0,2023,4,27,14,2.56,149.0
69,70,2764.69,6.471,2,50.5376264,-84.8194804,359,6.471,2023-04-27 14:38:48,,21.0,85.0,20.5,87.0,15.0,55.0,2.6000000000000227,5.0,7.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
74,71,2771.71,6.86,2,50.537672,-84.8195625,347,6.86,2023-04-27 14:38:49,,20.0,82.0,19.0,85.0,15.0,55.0,2.6000000000000227,5.0,7.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
79,71,2779.24,7.382,2,50.5377221,-84.8196446,358,7.382,2023-04-27 14:38:50,,21.5,84.0,18.0,81.0,15.0,55.0,2.6000000000000227,5.0,7.0,2.6000000000000227,0.0,2023,4,27,14,2.56,149.0
84,71,2787.17,7.827,2,50.5377787,-84.8197306,399,7.827,2023-04-27 14:38:51,,29.5,98.5,17.0,83.5,15.0,55.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
90,72,2795.49,8.236,2,50.5378374,-84.8198208,447,8.236,2023-04-27 14:38:52,,30.0,99.0,23.0,90.0,15.0,52.0,2.3999999999999773,5.0,7.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
92,72,2804.35,8.697,2,50.5378946,-84.8199212,434,8.697,2023-04-27 14:38:53,,30.5,99.5,29.0,97.0,15.0,50.0,2.1999999999999886,5.0,7.0,2.1999999999999886,-0.44,2023,4,27,14,2.56,149.0
93,73,2813.23,8.835,2,50.5379514,-84.8200259,408,8.835,2023-04-27 14:38:54,,29.5,98.5,32.0,100.0,15.0,50.0,2.0,5.0,7.0,2.0,-1.15,2023,4,27,14,2.56,149.0
94,73,2822.04,8.824,2,50.5380105,-84.8201259,384,8.824,2023-04-27 14:38:55,,28.5,95.0,31.0,99.5,15.0,51.0,1.8000000000000114,5.0,8.0,1.8000000000000114,-1.31,2023,4,27,14,2.56,149.0
96,73,2831.01,8.884,2,50.5380702,-84.820227,380,8.884,2023-04-27 14:38:56,,28.5,88.5,28.0,98.0,15.0,53.0,1.8000000000000114,5.0,8.0,1.8000000000000114,-1.4,2023,4,27,14,2.56,149.0
98,74,2840.04,9.003,2,50.5381315,-84.8203314,381,9.003,2023-04-27 14:38:57,,26.0,84.5,28.0,98.5,15.0,59.0,1.6000000000000227,5.0,8.0,1.6000000000000227,-1.42,2023,4,27,14,2.56,149.0
98,74,2849.4,9.236,2,50.5381955,-84.8204365,362,9.236,2023-04-27 14:38:58,,23.5,80.5,28.5,99.0,15.0,58.0,1.6000000000000227,5.0,8.0,1.6000000000000227,-1.34,2023,4,27,14,2.56,149.0
92,74,2858.88,9.307,2,50.5382595,-84.8205417,231,9.307,2023-04-27 14:38:59,,22.5,78.5,28.0,97.5,15.0,61.0,1.6000000000000227,5.0,8.0,1.6000000000000227,-1.2,2023,4,27,14,2.56,149.0
90,75,2868.43,9.21,2,50.5383251,-84.8206502,218,9.21,2023-04-27 14:39:00,,22.0,78.0,26.5,94.0,15.0,60.0,1.3999999999999773,5.0,8.0,1.3999999999999773,-1.03,2023,4,27,14,2.56,149.0
90,75,2878.04,9.131,2,50.5383907,-84.8207588,224,9.131,2023-04-27 14:39:01,,21.5,78.0,25.5,90.5,15.0,56.0,1.3999999999999773,5.0,8.0,1.3999999999999773,-0.86,2023,4,27,14,2.56,149.0
89,75,2887.51,9.044,2,50.5384546,-84.8208639,210,9.044,2023-04-27 14:39:02,,23.0,82.0,25.0,89.0,15.0,54.0,1.1999999999999886,5.0,8.0,1.1999999999999886,-0.74,2023,4,27,14,2.56,149.0
89,75,2896.71,8.782,2,50.5385163,-84.8209644,210,8.782,2023-04-27 14:39:03,,25.0,86.0,24.5,87.5,15.0,52.0,1.1999999999999886,5.0,8.0,1.1999999999999886,-0.68,2023,4,27,14,2.56,149.0
88,75,2905.64,8.767,2,50.5385776,-84.8210644,228,8.767,2023-04-27 14:39:04,,26.5,90.0,24.0,86.0,15.0,55.0,1.1999999999999886,5.0,9.0,1.1999999999999886,-0.67,2023,4,27,14,2.56,149.0
88,76,2914.75,8.94,2,50.5386413,-84.8211644,241,8.94,2023-04-27 14:39:05,,28.0,94.0,23.5,84.5,15.0,57.0,1.1999999999999886,5.0,9.0,1.1999999999999886,-0.65,2023,4,27,14,2.56,149.0
89,76,2924.28,9.048,2,50.5387095,-84.8212645,254,9.048,2023-04-27 14:39:06,,29.5,97.5,23.0,83.5,15.0,56.0,1.1999999999999886,5.0,9.0,1.1999999999999886,-0.38,2023,4,27,14,2.56,149.0
90,76,2933.79,9.196,2,50.5387756,-84.8213691,279,9.196,2023-04-27 14:39:07,,28.0,92.0,24.5,89.5,15.0,51.0,1.1999999999999886,5.0,9.0,1.1999999999999886,0.0,2023,4,27,14,2.56,149.0
90,77,2943.0,9.159,2,50.5388347,-84.8214784,297,9.159,2023-04-27 14:39:08,,26.0,87.5,26.5,95.0,15.0,52.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
91,77,2952.23,9.189,2,50.5388917,-84.8215876,273,9.189,2023-04-27 14:39:09,,25.5,83.0,27.0,97.5,15.0,53.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
91,77,2961.57,9.224,2,50.5389486,-84.8216969,254,9.224,2023-04-27 14:39:10,,24.5,79.5,25.5,93.0,15.0,51.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
67,77,2970.94,9.099,2,50.5390077,-84.8218061,232,9.099,2023-04-27 14:39:11,,15.5,78.5,21.0,79.5,15.0,61.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
53,77,2980.12,8.804,2,50.5390667,-84.821915,213,8.804,2023-04-27 14:39:12,,20.0,73.5,21.0,79.5,15.0,100.0,1.6000000000000227,5.0,9.0,1.6000000000000227,0.0,2023,4,27,14,2.56,149.0
44,78,2988.45,7.76,2,50.5391281,-84.8220063,194,7.76,2023-04-27 14:39:13,,21.5,75.5,22.5,82.0,15.0,100.0,1.6000000000000227,5.0,9.0,1.6000000000000227,0.0,2023,4,27,14,2.56,149.0
35,78,2995.91,6.9,2,50.5391965,-84.8220568,176,6.9,2023-04-27 14:39:14,,22.5,79.5,24.0,85.5,15.0,100.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
29,78,3003.66,7.522,2,50.5392784,-84.8220706,125,7.522,2023-04-27 14:39:15,,23.5,83.5,25.5,88.5,15.0,100.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
70,78,3012.49,8.452,2,50.5393739,-84.8220616,168,8.452,2023-04-27 14:39:16,,24.5,87.5,27.0,91.5,15.0,89.0,1.1999999999999886,5.0,9.0,1.1999999999999886,0.0,2023,4,27,14,2.56,149.0
89,78,3021.74,8.655,2,50.5394718,-84.8220434,202,8.655,2023-04-27 14:39:17,,25.5,91.0,28.5,95.0,15.0,54.0,1.1999999999999886,5.0,9.0,1.1999999999999886,0.0,2023,4,27,14,2.56,149.0
90,79,3030.78,8.426,2,50.5395673,-84.8220252,228,8.426,2023-04-27 14:39:18,,25.0,88.0,27.0,91.5,15.0,55.0,1.1999999999999886,5.0,9.0,1.1999999999999886,0.0,2023,4,27,14,2.56,149.0
91,79,3039.56,8.231,2,50.5396606,-84.822007,271,8.231,2023-04-27 14:39:19,,24.5,82.5,24.0,86.0,15.0,54.0,1.0,5.0,9.0,1.0,0.0,2023,4,27,14,2.56,149.0
92,79,3048.11,8.133,2,50.5397522,-84.8219932,259,8.133,2023-04-27 14:39:20,,24.0,78.5,22.0,82.0,15.0,54.0,1.0,5.0,9.0,1.0,0.0,2023,4,27,14,2.56,149.0
92,79,3056.42,7.965,2,50.5398408,-84.8219751,247,7.965,2023-04-27 14:39:21,,24.0,76.5,21.5,80.0,15.0,54.0,1.0,5.0,9.0,1.0,0.0,2023,4,27,14,2.56,149.0
91,80,3064.74,8.003,2,50.5399292,-84.8219524,237,8.003,2023-04-27 14:39:22,,23.5,75.0,21.5,78.5,15.0,58.0,1.0,5.0,9.0,1.0,0.0,2023,4,27,14,2.56,149.0
90,80,3073.09,8.193,2,50.5400181,-84.8219341,203,8.193,2023-04-27 14:39:23,,23.5,73.0,21.0,76.5,15.0,58.0,1.0,5.0,9.0,1.0,0.0,2023,4,27,14,2.56,149.0
88,80,3081.2,7.989,2,50.540104,-84.821916,189,7.989,2023-04-27 14:39:24,,23.0,71.0,21.0,74.5,15.0,57.0,1.0,5.0,9.0,1.0,0.0,2023,4,27,14,2.56,149.0
64,80,3088.61,7.128,2,50.5401815,-84.8219023,161,7.128,2023-04-27 14:39:25,,22.5,69.5,20.5,73.0,15.0,57.0,1.1999999999999886,5.0,9.0,1.1999999999999886,0.0,2023,4,27,14,2.56,149.0
40,80,3095.16,6.269,2,50.5402502,-84.8218932,133,6.269,2023-04-27 14:39:26,,18.0,69.5,19.5,71.0,15.0,57.0,1.1999999999999886,5.0,9.0,1.1999999999999886,0.0,2023,4,27,14,2.56,149.0
16,80,3101.08,5.505,2,50.540314,-84.821875,105,5.505,2023-04-27 14:39:27,,13.5,69.5,19.0,69.0,15.0,57.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,80,3105.71,4.539,2,50.5403618,-84.8218568,0,4.539,2023-04-27 14:39:28,,9.0,70.0,18.0,67.0,15.0,57.0,1.3999999999999773,5.0,9.0,1.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,80,3108.62,3.446,3,50.5403914,-84.8218522,0,3.446,2023-04-27 14:39:29,,4.5,70.0,17.5,65.5,15.0,57.0,1.6000000000000227,5.0,9.0,1.6000000000000227,0.0,2023,4,27,14,2.56,149.0
13,80,3110.54,2.544,3,50.5404119,-84.8218477,0,2.544,2023-04-27 14:39:30,,0.0,70.0,16.5,63.5,15.0,56.0,1.8000000000000114,5.0,9.0,1.8000000000000114,0.0,2023,4,27,14,2.56,149.0
14,80,3112.44,2.161,3,50.54043,-84.8218386,0,2.161,2023-04-27 14:39:31,,4.5,70.0,17.0,64.0,14.0,56.0,1.8000000000000114,5.0,9.0,1.8000000000000114,0.0,2023,4,27,14,2.56,149.0
16,80,3114.85,2.292,3,50.540455,-84.8218295,0,2.292,2023-04-27 14:39:32,,8.5,70.0,17.5,65.0,14.0,56.0,1.8000000000000114,6.0,9.0,1.8000000000000114,0.78,2023,4,27,14,2.56,149.0
17,80,3117.49,2.565,3,50.5404847,-84.8218294,0,2.565,2023-04-27 14:39:33,,13.0,70.5,18.5,65.5,14.0,55.0,1.8000000000000114,6.0,9.0,1.8000000000000114,2.07,2023,4,27,14,2.56,149.0
49,80,3120.48,2.786,3,50.5405164,-84.8218384,11,2.786,2023-04-27 14:39:34,,17.0,70.5,19.0,66.5,14.0,55.0,1.8000000000000114,6.0,9.0,1.8000000000000114,2.32,2023,4,27,14,2.56,149.0
56,80,3124.03,3.108,3,50.5405527,-84.8218475,41,3.108,2023-04-27 14:39:35,,21.0,70.0,19.5,67.0,14.0,53.0,1.8000000000000114,6.0,9.0,1.8000000000000114,2.38,2023,4,27,14,2.56,149.0
55,80,3127.04,2.714,3,50.5405847,-84.8218522,71,2.714,2023-04-27 14:39:36,,17.5,62.5,19.0,68.0,14.0,47.0,1.8000000000000114,6.0,9.0,1.8000000000000114,2.14,2023,4,27,14,2.56,149.0
54,80,3129.91,2.453,3,50.5406166,-84.8218522,72,2.453,2023-04-27 14:39:37,,13.5,52.0,19.0,68.0,14.0,48.0,1.8000000000000114,6.0,9.0,1.8000000000000114,1.12,2023,4,27,14,2.56,149.0
53,80,3133.0,2.951,3,50.5406487,-84.8218522,48,2.951,2023-04-27 14:39:38,,14.5,58.0,16.5,58.5,14.0,62.0,1.8000000000000114,6.0,9.0,1.8000000000000114,0.0,2023,4,27,14,2.56,149.0
52,80,3136.07,3.061,3,50.5406807,-84.8218522,49,3.061,2023-04-27 14:39:39,,16.5,65.5,14.0,47.5,14.0,58.0,2.0,6.0,9.0,2.0,0.13,2023,4,27,14,2.56,149.0
51,80,3139.21,2.86,3,50.5407146,-84.8218476,48,2.86,2023-04-27 14:39:40,,12.5,50.0,14.0,47.5,14.0,40.0,2.0,6.0,9.0,2.0,0.36,2023,4,27,14,2.56,149.0
49,80,3141.88,2.521,3,50.5407419,-84.8218385,45,2.521,2023-04-27 14:39:41,,12.5,48.0,13.5,47.5,14.0,53.0,2.0,6.0,9.0,2.0,0.51,2023,4,27,14,2.56,149.0
34,80,3144.33,1.811,3,50.5407534,-84.8218512,37,1.811,2023-04-27 14:39:42,,13.0,48.0,13.5,48.0,14.0,,2.1999999999999886,6.0,9.0,2.1999999999999886,0.82,2023,4,27,14,2.56,149.0
18,80,3145.71,0.684,3,50.5407534,-84.8218746,29,0.684,2023-04-27 14:39:43,,,,,,14.0,,2.1999999999999886,6.0,9.0,2.1999999999999886,1.18,2023,4,27,14,2.56,149.0
3,80,3145.71,0.0,3,50.5407556,-84.8218795,0,0.0,2023-04-27 14:39:44,,,,,,14.0,,2.1999999999999886,6.0,9.0,2.1999999999999886,0.83,2023,4,27,14,2.56,149.0
0,80,3145.71,0.0,3,50.5407601,-84.8218795,0,0.0,2023-04-27 14:39:45,,,,,,14.0,,2.3999999999999773,6.0,9.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,80,3145.71,0.0,3,50.5407625,-84.8218795,0,0.0,2023-04-27 14:39:46,,,,,,14.0,,2.3999999999999773,6.0,9.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
0,80,3145.71,0.0,3,50.5407625,-84.8218795,0,0.0,2023-04-27 14:39:47,,,,,,14.0,,2.3999999999999773,6.0,9.0,2.3999999999999773,0.0,2023,4,27,14,2.56,149.0
