cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
92.0,741,27658.97,8.549,2,39.0465409,-139.8915349,379.0,8.549,2022-07-11 01:53:40,,160.0,31.0,52.0,96.0,26.0,88.0,19.0,34.200000000000045,34.200000000000045,120.0,123.0,1.28,2022,7,11,1,2.73,82.0
92.0,741,27667.52,8.553,2,39.0464535,-139.8915072,403.0,8.553,2022-07-11 01:53:41,,159.0,32.5,50.0,97.0,28.0,94.0,19.0,34.60000000000002,34.60000000000002,120.0,123.0,1.51,2022,7,11,1,2.73,82.0
92.0,742,27676.12,8.524,2,39.046367,-139.8914799,403.0,8.524,2022-07-11 01:53:42,,159.0,31.0,47.0,94.5,30.5,97.5,19.0,34.799999999999955,34.799999999999955,120.0,123.0,1.77,2022,7,11,1,2.73,82.0
92.0,742,27684.62,8.443,2,39.0462771,-139.8914529,386.0,8.443,2022-07-11 01:53:43,,159.0,29.0,48.0,92.0,31.0,97.5,19.0,35.200000000000045,35.200000000000045,121.0,123.0,2.08,2022,7,11,1,2.73,82.0
91.0,742,27693.01,8.424,2,39.0461905,-139.8914256,346.0,8.424,2022-07-11 01:53:44,,159.0,27.5,50.0,91.0,30.0,96.5,19.0,35.60000000000002,35.60000000000002,121.0,123.0,2.44,2022,7,11,1,2.73,82.0
91.0,743,27701.42,8.397,2,39.0460997,-139.8913983,340.0,8.397,2022-07-11 01:53:45,,159.0,28.0,50.0,92.0,29.0,96.5,19.0,35.799999999999955,35.799999999999955,121.0,123.0,2.76,2022,7,11,1,2.73,82.0
90.0,743,27709.48,8.367,2,39.0460168,-139.8913722,348.0,8.367,2022-07-11 01:53:46,,160.0,26.5,48.0,90.5,29.0,93.5,19.0,36.0,36.0,122.0,123.0,3.05,2022,7,11,1,2.73,82.0
90.0,743,27718.11,8.328,2,39.0459278,-139.8913441,352.0,8.328,2022-07-11 01:53:47,,160.0,25.5,49.0,90.5,29.5,94.0,19.0,36.39999999999998,36.39999999999998,122.0,123.0,3.25,2022,7,11,1,2.73,82.0
90.0,744,27726.55,8.228,2,39.0458389,-139.891316,352.0,8.228,2022-07-11 01:53:48,,160.0,26.0,49.0,90.5,28.5,95.0,19.0,36.799999999999955,36.799999999999955,122.0,123.0,3.4,2022,7,11,1,2.73,82.0
89.0,744,27734.71,8.25,2,39.0457533,-139.891289,350.0,8.25,2022-07-11 01:53:49,,161.0,27.0,49.0,91.5,27.5,95.0,19.0,37.200000000000045,37.200000000000045,123.0,123.0,3.41,2022,7,11,1,2.73,82.0
89.0,744,27742.88,8.244,2,39.0456713,-139.8912707,368.0,8.244,2022-07-11 01:53:50,,161.0,28.0,48.0,95.5,28.5,93.5,19.0,37.60000000000002,37.60000000000002,123.0,123.0,3.41,2022,7,11,1,2.73,82.0
89.0,745,27751.23,8.479,2,39.0455803,-139.8912434,422.0,8.479,2022-07-11 01:53:51,,162.0,25.0,49.0,96.0,28.5,94.0,19.0,38.0,38.0,123.0,123.0,3.44,2022,7,11,1,2.73,82.0
91.0,745,27759.96,8.791,2,39.0454894,-139.8912161,486.0,8.791,2022-07-11 01:53:52,,162.0,22.5,48.0,96.5,29.0,94.5,19.0,38.200000000000045,38.200000000000045,123.0,123.0,3.42,2022,7,11,1,2.73,82.0
98.0,746,27768.82,9.052,2,39.0453986,-139.8911979,542.0,9.052,2022-07-11 01:53:53,,162.0,20.5,47.0,94.0,25.5,96.5,19.0,38.60000000000002,38.60000000000002,124.0,123.0,3.46,2022,7,11,1,2.73,82.0
98.0,746,27777.77,9.032,2,39.045303,-139.8911797,547.0,9.032,2022-07-11 01:53:54,,162.0,20.0,51.0,86.5,21.0,98.5,19.0,39.0,39.0,124.0,123.0,3.55,2022,7,11,1,2.73,82.0
81.0,747,27786.36,8.243,2,39.0452087,-139.8911706,352.0,8.243,2022-07-11 01:53:55,,162.0,21.0,50.0,72.5,21.5,97.5,19.0,39.39999999999998,39.39999999999998,125.0,123.0,3.66,2022,7,11,1,2.73,82.0
57.0,747,27794.24,7.564,2,39.0451256,-139.8911794,245.0,7.564,2022-07-11 01:53:56,,162.0,18.5,30.0,67.0,21.0,86.5,19.0,39.60000000000002,39.60000000000002,125.0,123.0,3.72,2022,7,11,1,2.73,82.0
40.0,747,27801.72,7.382,2,39.0450479,-139.8912066,130.0,7.382,2022-07-11 01:53:57,,162.0,16.0,10.0,62.0,20.5,75.5,19.0,39.799999999999955,39.799999999999955,125.0,123.0,3.71,2022,7,11,1,2.73,82.0
66.0,747,27808.96,7.496,2,39.0449811,-139.8912509,132.0,7.496,2022-07-11 01:53:58,,162.0,16.0,27.0,61.5,20.5,71.0,19.0,40.0,40.0,126.0,123.0,3.69,2022,7,11,1,2.73,82.0
64.0,747,27816.61,7.096,2,39.044915,-139.8913162,136.0,7.096,2022-07-11 01:53:59,,161.0,16.5,35.0,63.5,21.0,72.0,19.0,40.0,40.0,126.0,123.0,3.46,2022,7,11,1,2.73,82.0
45.0,747,27823.57,6.864,2,39.0448606,-139.8913706,137.0,6.864,2022-07-11 01:54:00,,162.0,14.0,31.0,62.5,22.0,75.0,19.0,40.0,40.0,126.0,123.0,3.12,2022,7,11,1,2.73,82.0
36.0,747,27830.59,7.126,2,39.044806,-139.8914253,126.0,7.126,2022-07-11 01:54:01,,162.0,11.5,31.0,61.0,23.0,78.0,19.0,40.0,40.0,126.0,123.0,2.68,2022,7,11,1,2.73,82.0
67.0,748,27837.75,7.337,2,39.0447432,-139.8914881,112.0,7.337,2022-07-11 01:54:02,,162.0,18.5,80.0,70.0,23.0,78.5,19.0,40.0,40.0,126.0,123.0,2.07,2022,7,11,1,2.73,82.0
96.0,748,27845.3,7.559,2,39.0446836,-139.8915522,111.0,7.559,2022-07-11 01:54:03,,162.0,21.5,69.0,75.5,25.5,81.5,19.0,39.799999999999955,39.799999999999955,126.0,123.0,0.53,2022,7,11,1,2.73,82.0
93.0,748,27852.89,7.843,2,39.0446203,-139.8916155,129.0,7.843,2022-07-11 01:54:04,,162.0,20.0,59.0,76.0,26.5,81.0,19.0,39.60000000000002,39.60000000000002,126.0,123.0,0.0,2022,7,11,1,2.73,82.0
91.0,748,27860.97,7.971,2,39.0445516,-139.8916797,176.0,7.971,2022-07-11 01:54:05,,162.0,20.5,57.0,74.5,22.0,70.5,19.0,39.39999999999998,39.39999999999998,126.0,123.0,-0.16,2022,7,11,1,2.73,82.0
76.0,748,27868.95,7.978,2,39.0444835,-139.8917343,185.0,7.978,2022-07-11 01:54:06,,162.0,18.0,56.0,66.5,21.0,69.0,19.0,39.200000000000045,39.200000000000045,126.0,123.0,-0.64,2022,7,11,1,2.73,82.0
52.0,748,27877.05,7.985,2,39.044415,-139.8917981,150.0,7.985,2022-07-11 01:54:07,,163.0,17.0,54.0,62.0,20.0,66.0,19.0,39.0,39.0,126.0,124.0,-1.13,2022,7,11,1,2.73,82.0
28.0,748,27884.68,7.996,2,39.0443493,-139.8918594,115.0,7.996,2022-07-11 01:54:08,,163.0,16.5,53.0,60.5,18.5,60.5,19.0,38.60000000000002,38.60000000000002,126.0,124.0,-1.57,2022,7,11,1,2.73,82.0
4.0,748,27892.98,7.996,2,39.0442788,-139.8919252,0.0,7.996,2022-07-11 01:54:09,,163.0,16.0,51.0,59.5,16.5,55.0,19.0,38.39999999999998,38.39999999999998,126.0,124.0,-2.03,2022,7,11,1,2.73,82.0
0.0,748,27901.0,8.101,2,39.0442151,-139.8919978,0.0,8.101,2022-07-11 01:54:10,,163.0,15.5,49.0,58.0,15.0,49.0,19.0,38.200000000000045,38.200000000000045,126.0,124.0,-2.42,2022,7,11,1,2.73,82.0
0.0,748,27909.35,8.288,2,39.0441595,-139.8920718,0.0,8.288,2022-07-11 01:54:11,,163.0,15.5,47.0,57.0,13.5,43.5,19.0,38.0,38.0,126.0,125.0,-2.73,2022,7,11,1,2.73,82.0
0.0,748,27917.75,8.591,2,39.0441009,-139.892153,0.0,8.591,2022-07-11 01:54:12,,163.0,15.0,45.0,55.5,11.5,38.0,19.0,37.60000000000002,37.60000000000002,126.0,125.0,-2.95,2022,7,11,1,2.73,82.0
0.0,748,27926.54,8.889,2,39.0440459,-139.8922446,0.0,8.889,2022-07-11 01:54:13,,163.0,14.5,43.0,54.5,10.0,32.5,19.0,37.200000000000045,37.200000000000045,126.0,125.0,-3.12,2022,7,11,1,2.73,82.0
0.0,748,27935.41,9.094,2,39.0439962,-139.8923439,0.0,9.094,2022-07-11 01:54:14,,163.0,14.5,42.0,53.0,8.5,27.0,19.0,36.799999999999955,36.799999999999955,126.0,125.0,-3.16,2022,7,11,1,2.73,82.0
0.0,748,27944.66,9.19,2,39.043946,-139.8924444,0.0,9.19,2022-07-11 01:54:15,,163.0,14.0,40.0,52.0,6.5,21.5,19.0,36.39999999999998,36.39999999999998,126.0,126.0,-3.17,2022,7,11,1,2.73,82.0
0.0,748,27953.44,8.813,2,39.0438872,-139.8925349,0.0,8.813,2022-07-11 01:54:16,,163.0,13.5,38.0,50.5,5.0,16.0,19.0,35.799999999999955,35.799999999999955,126.0,126.0,-3.2,2022,7,11,1,2.73,82.0
0.0,748,27962.64,9.301,2,39.0438012,-139.8925987,0.0,9.301,2022-07-11 01:54:17,,163.0,13.0,36.0,49.5,3.0,10.5,19.0,35.39999999999998,35.39999999999998,126.0,126.0,-3.28,2022,7,11,1,2.73,82.0
26.0,748,27972.11,9.625,2,39.0437056,-139.8926355,10.0,9.625,2022-07-11 01:54:18,,163.0,13.0,34.0,48.0,1.5,5.0,19.0,35.0,35.0,126.0,127.0,-3.42,2022,7,11,1,2.73,82.0
72.0,748,27982.45,10.184,2,39.0436009,-139.892681,21.0,10.184,2022-07-11 01:54:19,,163.0,13.5,36.0,50.0,2.0,7.0,19.0,34.60000000000002,34.60000000000002,126.0,127.0,-3.66,2022,7,11,1,2.73,82.0
86.0,749,27992.45,10.202,3,39.043501,-139.8927264,236.0,10.202,2022-07-11 01:54:20,,163.0,23.0,43.0,79.5,25.5,81.5,19.0,34.200000000000045,34.200000000000045,126.0,128.0,-3.88,2022,7,11,1,2.73,82.0
86.0,749,28002.77,9.871,3,39.0434048,-139.8927993,276.0,9.871,2022-07-11 01:54:21,,163.0,25.5,46.0,84.5,29.0,92.0,19.0,34.0,34.0,126.0,128.0,-4.0,2022,7,11,1,2.73,82.0
86.0,749,28013.11,10.06,3,39.043318,-139.8928723,265.0,10.06,2022-07-11 01:54:22,,163.0,23.0,46.0,79.0,27.5,92.0,19.0,33.799999999999955,33.799999999999955,126.0,129.0,-3.95,2022,7,11,1,2.73,82.0
85.0,749,28022.92,9.83,3,39.0432317,-139.892945,239.0,9.83,2022-07-11 01:54:23,,164.0,20.0,46.0,71.0,25.0,88.0,19.0,33.60000000000002,33.60000000000002,126.0,129.0,-3.78,2022,7,11,1,2.73,82.0
85.0,749,28032.94,9.821,3,39.0431409,-139.8930177,221.0,9.821,2022-07-11 01:54:24,,164.0,20.0,46.0,66.5,23.5,77.5,19.0,33.39999999999998,33.39999999999998,126.0,129.0,-3.41,2022,7,11,1,2.73,82.0
84.0,750,28042.98,9.815,3,39.0430544,-139.8930905,191.0,9.815,2022-07-11 01:54:25,,164.0,20.5,48.0,70.0,20.5,72.0,19.0,33.200000000000045,33.200000000000045,126.0,129.0,-2.98,2022,7,11,1,2.73,82.0
84.0,750,28052.51,9.819,2,39.0429683,-139.893154,209.0,9.819,2022-07-11 01:54:26,,165.0,19.5,50.0,71.0,21.0,77.5,19.0,33.200000000000045,33.200000000000045,126.0,130.0,-2.52,2022,7,11,1,2.73,82.0
85.0,750,28062.1,9.816,2,39.0428815,-139.8932269,224.0,9.816,2022-07-11 01:54:27,,165.0,19.0,51.0,71.0,22.5,81.5,19.0,33.0,33.0,126.0,130.0,-2.09,2022,7,11,1,2.73,82.0
91.0,750,28071.87,9.729,2,39.0427899,-139.8932821,194.0,9.729,2022-07-11 01:54:28,,167.0,20.5,50.0,72.0,20.5,73.0,19.0,33.0,33.0,126.0,130.0,-1.66,2022,7,11,1,2.73,82.0
93.0,750,28081.32,9.722,2,39.0426964,-139.8933355,186.0,9.722,2022-07-11 01:54:29,,166.0,16.5,47.0,63.5,22.5,76.0,19.0,33.0,33.0,126.0,130.0,-1.32,2022,7,11,1,2.73,82.0
93.0,751,28091.19,9.625,2,39.0425991,-139.8933821,179.0,9.625,2022-07-11 01:54:30,,163.0,16.0,47.0,62.0,21.5,72.5,19.0,32.799999999999955,32.799999999999955,126.0,130.0,-1.07,2022,7,11,1,2.73,82.0
92.0,751,28100.77,9.539,2,39.0424993,-139.8934184,167.0,9.539,2022-07-11 01:54:31,,164.0,16.5,47.0,61.0,19.5,67.5,19.0,32.799999999999955,32.799999999999955,126.0,130.0,-0.93,2022,7,11,1,2.73,82.0
92.0,751,28110.35,9.44,2,39.0423992,-139.8934367,160.0,9.44,2022-07-11 01:54:32,,164.0,16.5,44.0,61.0,18.5,64.5,19.0,32.799999999999955,32.799999999999955,126.0,130.0,-0.79,2022,7,11,1,2.73,82.0
92.0,751,28119.43,9.296,2,39.0423015,-139.8934545,153.0,9.296,2022-07-11 01:54:33,,163.0,17.0,44.0,61.5,18.5,65.0,19.0,32.799999999999955,32.799999999999955,126.0,130.0,-0.65,2022,7,11,1,2.73,82.0
91.0,751,28129.1,9.378,2,39.0421989,-139.8934551,150.0,9.378,2022-07-11 01:54:34,,162.0,17.0,51.0,62.5,18.5,65.5,19.0,33.0,33.0,126.0,130.0,-0.18,2022,7,11,1,2.73,82.0
73.0,751,28138.14,8.976,2,39.042099,-139.8934641,130.0,8.976,2022-07-11 01:54:35,,159.0,16.5,50.0,59.5,18.0,62.0,19.0,33.200000000000045,33.200000000000045,126.0,130.0,0.0,2022,7,11,1,2.73,82.0
43.0,751,28146.33,8.66,2,39.0420108,-139.8934642,98.0,8.66,2022-07-11 01:54:36,,156.0,16.0,49.0,59.5,16.5,56.5,19.0,33.60000000000002,33.60000000000002,126.0,130.0,0.2,2022,7,11,1,2.73,82.0
13.0,751,28155.54,8.193,2,39.0419122,-139.8934642,66.0,8.193,2022-07-11 01:54:37,,153.0,16.5,48.0,61.5,14.5,49.5,19.0,33.799999999999955,33.799999999999955,127.0,130.0,0.62,2022,7,11,1,2.73,82.0
0.0,751,28163.31,7.66,2,39.0418322,-139.8934554,0.0,7.66,2022-07-11 01:54:38,,148.0,17.0,47.0,63.5,12.5,43.0,19.0,33.799999999999955,33.799999999999955,127.0,130.0,1.05,2022,7,11,1,2.73,82.0
0.0,751,28170.96,7.056,2,39.0417477,-139.893446,0.0,7.056,2022-07-11 01:54:39,,146.0,17.0,46.0,65.0,10.5,36.0,19.0,33.799999999999955,33.799999999999955,127.0,130.0,1.4,2022,7,11,1,2.73,82.0
0.0,751,28177.99,6.968,2,39.0416703,-139.893446,0.0,6.968,2022-07-11 01:54:40,,146.0,17.5,45.0,67.0,8.5,29.5,19.0,33.799999999999955,33.799999999999955,127.0,130.0,1.57,2022,7,11,1,2.73,82.0
0.0,751,28184.97,6.791,2,39.041598,-139.893446,0.0,6.791,2022-07-11 01:54:41,,146.0,18.0,44.0,69.0,6.5,22.5,19.0,33.799999999999955,33.799999999999955,127.0,130.0,1.52,2022,7,11,1,2.73,82.0
0.0,751,28191.82,7.041,2,39.0415251,-139.893446,0.0,7.041,2022-07-11 01:54:42,,146.0,18.0,42.0,70.5,4.5,16.0,19.0,33.799999999999955,33.799999999999955,127.0,130.0,0.47,2022,7,11,1,2.73,82.0
17.0,751,28199.01,7.154,2,39.0414479,-139.893446,10.0,7.154,2022-07-11 01:54:43,,146.0,18.5,41.0,72.5,2.5,9.0,19.0,33.60000000000002,33.60000000000002,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
26.0,751,28205.47,6.19,2,39.0413752,-139.893446,19.0,6.19,2022-07-11 01:54:44,,146.0,19.0,40.0,74.5,0.5,2.5,19.0,33.60000000000002,33.60000000000002,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
24.0,751,28211.04,5.201,2,39.0413159,-139.893437,23.0,5.201,2022-07-11 01:54:45,,145.0,17.5,50.0,70.0,3.0,14.5,19.0,33.60000000000002,33.60000000000002,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
22.0,751,28215.81,4.762,2,39.0412656,-139.8934278,26.0,4.762,2022-07-11 01:54:46,,145.0,15.0,63.0,62.0,8.0,37.0,19.0,33.60000000000002,33.60000000000002,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
20.0,751,28220.34,4.562,2,39.0412254,-139.8933924,30.0,4.562,2022-07-11 01:54:47,,146.0,13.0,76.0,54.0,13.0,59.5,19.0,33.799999999999955,33.799999999999955,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
50.0,752,28224.65,4.757,2,39.0411991,-139.8933495,66.0,4.757,2022-07-11 01:54:48,,146.0,10.5,87.0,46.0,18.0,82.0,19.0,33.799999999999955,33.799999999999955,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
76.0,752,28229.75,4.985,2,39.0411879,-139.8932828,123.0,4.985,2022-07-11 01:54:49,,146.0,15.5,74.0,63.0,20.0,75.0,19.0,34.0,34.0,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
86.0,752,28234.92,5.162,2,39.0411878,-139.8932189,300.0,5.162,2022-07-11 01:54:50,,147.0,23.0,62.0,84.0,28.0,83.5,19.0,34.200000000000045,34.200000000000045,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
94.0,752,28240.38,5.73,2,39.0411878,-139.8931463,447.0,5.73,2022-07-11 01:54:51,,148.0,27.5,53.0,96.0,33.5,97.5,19.0,34.39999999999998,34.39999999999998,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
99.0,753,28245.89,5.477,2,39.0411969,-139.8930823,569.0,5.477,2022-07-11 01:54:52,,148.0,29.0,48.0,97.0,29.0,98.0,19.0,34.60000000000002,34.60000000000002,127.0,130.0,0.0,2022,7,11,1,2.73,82.0
101.0,754,28251.35,5.499,2,39.0411969,-139.8930097,537.0,5.499,2022-07-11 01:54:53,,147.0,29.5,46.0,96.0,28.0,96.5,19.0,35.0,35.0,128.0,130.0,1.5,2022,7,11,1,2.73,82.0
102.0,754,28256.78,5.515,2,39.0412014,-139.8929376,505.0,5.515,2022-07-11 01:54:54,,148.0,33.0,51.0,98.5,28.0,96.5,19.0,35.39999999999998,35.39999999999998,128.0,130.0,2.69,2022,7,11,1,2.73,82.0
103.0,755,28262.51,5.859,2,39.0412059,-139.8928654,495.0,5.859,2022-07-11 01:54:55,,145.0,31.0,47.0,92.0,30.0,98.0,19.0,35.799999999999955,35.799999999999955,128.0,130.0,3.3,2022,7,11,1,2.73,82.0
104.0,755,28268.41,5.633,2,39.041206,-139.8927911,500.0,5.633,2022-07-11 01:54:56,,142.0,28.0,45.0,87.0,31.5,99.0,19.0,36.200000000000045,36.200000000000045,129.0,130.0,3.96,2022,7,11,1,2.73,82.0
106.0,756,28274.36,6.105,2,39.0412015,-139.8927181,510.0,6.105,2022-07-11 01:54:57,,139.0,28.5,47.0,92.0,32.0,98.5,19.0,36.799999999999955,36.799999999999955,129.0,130.0,4.67,2022,7,11,1,2.73,82.0
106.0,756,28280.31,5.754,2,39.041206,-139.8926452,489.0,5.754,2022-07-11 01:54:58,,139.0,29.5,48.0,97.0,32.5,98.5,19.0,37.200000000000045,37.200000000000045,130.0,130.0,5.45,2022,7,11,1,2.73,82.0
104.0,757,28285.52,5.422,2,39.041206,-139.8925758,442.0,5.422,2022-07-11 01:54:59,,139.0,26.5,46.0,91.5,32.0,97.5,19.0,37.799999999999955,37.799999999999955,130.0,130.0,6.25,2022,7,11,1,2.73,82.0
101.0,757,28291.21,5.496,2,39.0412105,-139.8925003,385.0,5.496,2022-07-11 01:55:00,,140.0,26.5,47.0,87.0,29.5,94.0,19.0,38.200000000000045,38.200000000000045,131.0,130.0,6.92,2022,7,11,1,2.73,82.0
99.0,757,28296.79,5.533,2,39.041215,-139.892437,382.0,5.533,2022-07-11 01:55:01,,142.0,28.5,51.0,89.5,28.0,91.0,19.0,38.799999999999955,38.799999999999955,131.0,130.0,7.44,2022,7,11,1,2.73,82.0
99.0,758,28302.68,5.524,2,39.0412151,-139.892354,433.0,5.524,2022-07-11 01:55:02,,142.0,29.5,52.0,97.0,28.0,91.0,19.0,39.200000000000045,39.200000000000045,132.0,130.0,7.83,2022,7,11,1,2.73,82.0
96.0,758,28307.79,4.892,2,39.0412151,-139.8922907,369.0,4.892,2022-07-11 01:55:03,,143.0,23.0,46.0,89.0,28.0,91.0,19.0,39.60000000000002,39.60000000000002,132.0,130.0,7.86,2022,7,11,1,2.73,82.0
85.0,758,28312.59,4.568,2,39.0412151,-139.8922366,319.0,4.568,2022-07-11 01:55:04,,143.0,19.0,38.0,75.5,27.0,88.5,19.0,40.200000000000045,40.200000000000045,133.0,130.0,7.64,2022,7,11,1,2.73,82.0
67.0,758,28316.88,3.822,2,39.0412107,-139.8921815,285.0,3.822,2022-07-11 01:55:05,,144.0,15.5,33.0,61.5,26.0,86.0,19.0,40.60000000000002,40.60000000000002,133.0,130.0,7.41,2022,7,11,1,2.73,82.0
48.0,758,28320.34,3.064,2,39.0412106,-139.8921358,251.0,3.064,2022-07-11 01:55:06,,143.0,14.5,29.0,57.0,22.5,85.0,19.0,41.0,41.0,133.0,130.0,7.3,2022,7,11,1,2.73,82.0
30.0,759,28323.31,2.713,2,39.0412061,-139.8920993,217.0,2.713,2022-07-11 01:55:07,,143.0,17.0,25.0,65.5,16.0,86.5,19.0,41.39999999999998,41.39999999999998,134.0,130.0,7.32,2022,7,11,1,2.73,82.0
43.0,759,28326.14,2.863,2,39.041206,-139.8920628,77.0,2.863,2022-07-11 01:55:08,,143.0,19.5,25.0,74.0,9.0,88.0,19.0,41.60000000000002,41.60000000000002,134.0,130.0,7.53,2022,7,11,1,2.73,82.0
50.0,759,28329.58,3.782,2,39.0412016,-139.8920175,133.0,3.782,2022-07-11 01:55:09,,144.0,21.5,49.0,82.5,2.5,89.5,19.0,42.0,42.0,135.0,130.0,7.97,2022,7,11,1,2.73,82.0
58.0,759,28333.5,4.1,2,39.041197,-139.8919633,222.0,4.1,2022-07-11 01:55:10,,145.0,23.0,37.0,86.5,5.5,91.0,19.0,42.200000000000045,42.200000000000045,135.0,130.0,8.62,2022,7,11,1,2.73,82.0
74.0,759,28338.1,5.064,2,39.041188,-139.8919085,325.0,5.064,2022-07-11 01:55:11,,147.0,23.5,42.0,88.0,14.5,92.5,19.0,42.39999999999998,42.39999999999998,135.0,130.0,9.24,2022,7,11,1,2.73,82.0
86.0,760,28343.24,5.042,2,39.041179,-139.891846,422.0,5.042,2022-07-11 01:55:12,,148.0,24.0,51.0,89.5,22.0,94.0,19.0,42.60000000000002,42.60000000000002,136.0,130.0,9.46,2022,7,11,1,2.73,82.0
94.0,760,28348.6,5.187,2,39.0411697,-139.8917804,418.0,5.187,2022-07-11 01:55:13,,148.0,24.5,50.0,91.0,25.0,94.0,19.0,42.799999999999955,42.799999999999955,136.0,130.0,8.71,2022,7,11,1,2.73,82.0
100.0,761,28353.83,5.316,2,39.0411608,-139.8917098,403.0,5.316,2022-07-11 01:55:14,,148.0,25.5,50.0,92.5,28.0,93.5,19.0,43.0,43.0,136.0,130.0,7.37,2022,7,11,1,2.73,82.0
108.0,761,28359.46,5.351,2,39.0411476,-139.8916382,383.0,5.351,2022-07-11 01:55:15,,148.0,26.5,48.0,94.5,27.0,86.5,19.0,43.39999999999998,43.39999999999998,136.0,130.0,5.99,2022,7,11,1,2.73,82.0
108.0,761,28365.01,5.351,2,39.0411333,-139.8915714,375.0,5.351,2022-07-11 01:55:16,,149.0,28.0,51.0,95.0,25.0,80.5,19.0,43.60000000000002,43.60000000000002,137.0,130.0,4.91,2022,7,11,1,2.73,82.0
108.0,762,28370.33,5.216,2,39.0411197,-139.8915076,376.0,5.216,2022-07-11 01:55:17,,148.0,28.5,53.0,94.5,25.5,82.0,19.0,44.0,44.0,137.0,130.0,4.3,2022,7,11,1,2.73,82.0
107.0,762,28375.49,5.22,2,39.041106,-139.891444,388.0,5.22,2022-07-11 01:55:18,,148.0,30.0,50.0,97.5,27.5,91.0,19.0,44.39999999999998,44.39999999999998,137.0,130.0,4.1,2022,7,11,1,2.73,82.0
107.0,763,28380.76,5.33,2,39.0410924,-139.8913803,403.0,5.33,2022-07-11 01:55:19,,148.0,29.0,50.0,96.0,29.0,93.5,19.0,44.799999999999955,44.799999999999955,137.0,130.0,4.21,2022,7,11,1,2.73,82.0
109.0,763,28386.16,5.479,2,39.0410833,-139.8913079,435.0,5.479,2022-07-11 01:55:20,,148.0,29.5,49.0,95.5,27.5,94.5,19.0,45.200000000000045,45.200000000000045,138.0,130.0,4.56,2022,7,11,1,2.73,82.0
108.0,763,28391.61,5.277,2,39.0410696,-139.8912439,418.0,5.277,2022-07-11 01:55:21,,149.0,30.5,49.0,95.5,26.0,94.0,19.0,45.60000000000002,45.60000000000002,138.0,130.0,5.05,2022,7,11,1,2.73,82.0
108.0,764,28396.85,5.249,2,39.0410605,-139.8911801,407.0,5.249,2022-07-11 01:55:22,,150.0,29.5,49.0,95.0,29.0,95.0,19.0,46.0,46.0,139.0,130.0,5.64,2022,7,11,1,2.73,82.0
107.0,764,28402.13,5.254,2,39.0410469,-139.8911163,405.0,5.254,2022-07-11 01:55:23,,148.0,28.0,49.0,93.0,30.0,93.5,19.0,46.39999999999998,46.39999999999998,139.0,130.0,6.25,2022,7,11,1,2.73,82.0
106.0,765,28407.54,5.279,2,39.0410377,-139.8910433,412.0,5.279,2022-07-11 01:55:24,,148.0,28.5,48.0,94.5,30.0,94.0,19.0,46.799999999999955,46.799999999999955,139.0,130.0,6.79,2022,7,11,1,2.73,82.0
106.0,765,28412.76,5.269,2,39.0410286,-139.8909794,408.0,5.269,2022-07-11 01:55:25,,147.0,30.0,51.0,96.0,29.5,93.0,19.0,47.200000000000045,47.200000000000045,140.0,130.0,7.11,2022,7,11,1,2.73,82.0
107.0,766,28418.05,5.278,2,39.0410194,-139.8909155,436.0,5.278,2022-07-11 01:55:26,,148.0,29.5,51.0,95.5,29.0,89.0,19.0,47.60000000000002,47.60000000000002,140.0,130.0,7.25,2022,7,11,1,2.73,82.0
107.0,766,28423.14,5.195,2,39.0410063,-139.8908452,427.0,5.195,2022-07-11 01:55:27,,148.0,29.5,48.0,94.0,28.0,95.5,19.0,48.0,48.0,141.0,130.0,7.34,2022,7,11,1,2.73,82.0
107.0,766,28428.51,5.228,2,39.0409924,-139.8907801,427.0,5.228,2022-07-11 01:55:28,,148.0,31.0,49.0,95.0,27.5,96.5,19.0,48.39999999999998,48.39999999999998,141.0,130.0,7.2,2022,7,11,1,2.73,82.0
107.0,767,28433.84,5.222,2,39.0409831,-139.8907156,432.0,5.222,2022-07-11 01:55:29,,148.0,32.5,49.0,96.0,27.0,97.0,19.0,49.0,49.0,142.0,130.0,6.91,2022,7,11,1,2.73,82.0
107.0,767,28439.13,5.304,2,39.0409695,-139.8906523,418.0,5.304,2022-07-11 01:55:30,,149.0,32.5,50.0,95.5,27.0,97.0,19.0,49.39999999999998,49.39999999999998,142.0,130.0,6.7,2022,7,11,1,2.73,82.0
107.0,768,28444.58,5.295,2,39.0409516,-139.8905804,414.0,5.295,2022-07-11 01:55:31,,148.0,31.0,50.0,93.5,28.0,96.5,19.0,49.799999999999955,49.799999999999955,142.0,130.0,6.61,2022,7,11,1,2.73,82.0
